region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
MA,MA_natural_gas_combined_cycle,1,1,1,8.55382267614294e8,0.0,1.3454613741511074e8,0.0,3.3233555040000004e8,1.6850816020152173e9,0.0,0.0,0.0,3.0073457e9,0.0,0.0,0.0,0.0,0.0,3.007345664e9,3.007345557444622e9,106.55537796020508
MA,MA_solar_pv,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT,CT_natural_gas_combined_cycle,2,1,3,2.1652133057955748e8,0.0,3.210739853150685e7,0.0,8.653847075999999e7,4.363284171651112e8,0.0,0.0,0.0,7.714956e8,0.0,0.0,0.0,0.0,0.0,7.71495616e8,7.714956170361755e8,-1.0361754894256592
CT,CT_onshore_wind,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT,CT_solar_pv,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,ME_natural_gas_combined_cycle,3,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,ME_onshore_wind,3,1,7,1.3669523433594035e7,0.0,6.076046913049694e6,0.0,56074.95625,0.0,0.0,0.0,0.0,1.9801646e7,0.0,0.0,0.0,0.0,0.0,1.9801646e7,1.980164530289373e7,0.6971062682569027
MA,MA_battery,1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT,CT_battery,2,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,ME_battery,3,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
