Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10
50000,1,1,1,2000,1,168,1,1,7850,2242,1070,1729.827635,4407.022248,6216.630996,10150.49195,8878.310152,6203.652761,9225.395183
,2,0.9,0.04,1800,,,,2,7424,2120,1012,3911.84966,7728.226822,39.21905829,8784.27181,4920.919784,1389.904803,5568.013935
,3,0.55,0.024,1100,,,,3,7107,2029,969,2244.866461,3418.038091,6459.907315,10227.56121,8978.708219,6308.535004,8352.898883
,4,0.2,0.003,400,,,,4,6947,1984,947,7770.427946,7293.910519,773.8873759,2955.9251,4474.901149,3676.171016,4359.708793
,,,,,,,,5,6922,1977,944,3471.998617,8533.800483,2316.969807,3281.273941,6102.726043,6424.94941,2838.766869
,,,,,,,,6,7045,2012,960,8909.162981,8207.453943,2210.698697,6666.361023,8808.519601,7695.114114,3055.477141
,,,,,,,,7,7307,2087,996,7953.236593,9858.49769,3430.120765,3682.304248,167.252492,6153.268538,6382.614528
,,,,,,,,8,7544,2154,1029,727.7781391,35.48972606,5479.659586,8497.98337,2432.151525,9397.570309,2970.955435
,,,,,,,,9,7946,2269,1083,899.2254388,4487.227854,5605.034981,8576.769986,4148.190141,5472.885057,2999.938284
,,,,,,,,10,8340,2382,1137,3565.38513,32.05840333,1954.465276,4593.85826,2984.131454,3895.460678,1420.651792
,,,,,,,,11,8578,2449,1169,9680.664604,2201.252286,9472.192004,5937.853492,1434.290634,6096.721531,3346.364467
,,,,,,,,12,8666,2474,1181,6389.261687,795.0536256,7015.845582,8890.126442,2564.642508,979.5126573,9040.02741
,,,,,,,,13,8707,2487,1187,5619.348867,8747.268685,2322.146176,2755.357363,3888.851251,7832.579545,10147.06361
,,,,,,,,14,8630,2464,1176,1176.113716,2402.851518,7234.004345,1754.734459,2595.015623,8436.422623,1520.679213
,,,,,,,,15,8544,2440,1165,7562.741695,1272.300311,7009.057996,7063.943175,7913.210574,162.4594179,3016.565009
,,,,,,,,16,8594,2454,1171,3215.039506,6801.095405,9398.992238,8300.915739,2483.561466,3328.331664,8515.715828
,,,,,,,,17,9431,2693,1286,6214.644927,6130.282835,2855.333772,2921.25106,7707.539182,8574.69476,9755.117984
