Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
50000,1,1,1,2000,1,168,1,1,7850,2242,1070
,2,0.9,0.04,1800,,,,2,7424,2120,1012
,3,0.55,0.024,1100,,,,3,7107,2029,969
,4,0.2,0.003,400,,,,4,6947,1984,947
,,,,,,,,5,6922,1977,944
,,,,,,,,6,7045,2012,960
,,,,,,,,7,7307,2087,996
,,,,,,,,8,7544,2154,1029
,,,,,,,,9,7946,2269,1083
,,,,,,,,10,8340,2382,1137
,,,,,,,,11,8578,2449,1169
,,,,,,,,12,8666,2474,1181
,,,,,,,,13,8707,2487,1187
,,,,,,,,14,8630,2464,1176
,,,,,,,,15,8544,2440,1165
,,,,,,,,16,8594,2454,1171
,,,,,,,,17,9431,2693,1286
,,,,,,,,18,10225,2920,1394
,,,,,,,,19,10165,2903,1386
,,,,,,,,20,9854,2815,1343
,,,,,,,,21,9490,2710,1294
,,,,,,,,22,8982,2565,1225
,,,,,,,,23,8353,2385,1139
,,,,,,,,24,7648,2184,1042
,,,,,,,,25,7051,2013,961
,,,,,,,,26,6689,1910,912
,,,,,,,,27,6515,1861,888
,,,,,,,,28,6476,1849,883
,,,,,,,,29,6618,1890,902
,,,,,,,,30,6980,1993,951
,,,,,,,,31,7523,2148,1025
,,,,,,,,32,7968,2275,1086
,,,,,,,,33,8513,2431,1161
,,,,,,,,34,9072,2591,1236
,,,,,,,,35,9482,2708,1292
,,,,,,,,36,9650,2755,1316
,,,,,,,,37,9635,2751,1313
,,,,,,,,38,9572,2734,1305
,,,,,,,,39,9542,2725,1301
,,,,,,,,40,9687,2766,1321
,,,,,,,,41,10596,3026,1444
,,,,,,,,42,11515,3289,1570
,,,,,,,,43,11414,3260,1556
,,,,,,,,44,11138,3181,1519
,,,,,,,,45,10688,3052,1457
,,,,,,,,46,9979,2850,1360
,,,,,,,,47,9100,2599,1241
,,,,,,,,48,8304,2372,1132
,,,,,,,,49,7776,2221,1060
,,,,,,,,50,7513,2145,1024
,,,,,,,,51,7386,2109,1007
,,,,,,,,52,7401,2114,1009
,,,,,,,,53,7667,2189,1045
,,,,,,,,54,8455,2414,1152
,,,,,,,,55,9848,2812,1343
,,,,,,,,56,10629,3035,1449
,,,,,,,,57,10761,3073,1467
,,,,,,,,58,10835,3094,1477
,,,,,,,,59,10932,3122,1490
,,,,,,,,60,10950,3127,1493
,,,,,,,,61,10905,3115,1487
,,,,,,,,62,10890,3111,1484
,,,,,,,,63,10849,3098,1479
,,,,,,,,64,10999,3141,1499
,,,,,,,,65,11858,3386,1616
,,,,,,,,66,12796,3654,1745
,,,,,,,,67,12821,3661,1748
,,,,,,,,68,12605,3600,1719
,,,,,,,,69,12195,3483,1663
,,,,,,,,70,11476,3277,1565
,,,,,,,,71,10515,3003,1434
,,,,,,,,72,9674,2763,1319
,,,,,,,,73,9151,2614,1247
,,,,,,,,74,8876,2535,1210
,,,,,,,,75,8736,2495,1191
,,,,,,,,76,8752,2499,1193
,,,,,,,,77,8990,2568,1226
,,,,,,,,78,9733,2780,1327
,,,,,,,,79,11084,3166,1511
,,,,,,,,80,11820,3376,1611
,,,,,,,,81,11834,3380,1614
,,,,,,,,82,11803,3371,1609
,,,,,,,,83,11777,3363,1605
,,,,,,,,84,11661,3330,1590
,,,,,,,,85,11494,3283,1567
,,,,,,,,86,11395,3255,1554
,,,,,,,,87,11306,3229,1541
,,,,,,,,88,11423,3262,1557
,,,,,,,,89,12221,3491,1666
,,,,,,,,90,12871,3676,1755
,,,,,,,,91,12772,3647,1741
,,,,,,,,92,12474,3562,1701
,,,,,,,,93,11997,3426,1635
,,,,,,,,94,11207,3201,1528
,,,,,,,,95,10201,2914,1391
,,,,,,,,96,9270,2648,1264
,,,,,,,,97,8676,2478,1182
,,,,,,,,98,8358,2387,1140
,,,,,,,,99,8198,2341,1117
