Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Subperiods,Hours_per_period,Sub_Weights,Rep_Periods,Timesteps_per_Rep_Period
,,,,52,1070.042505,7530.100315,2773.93016,6394.243836,2609.886056,4826.568258,0,,,,,
,,,,53,1059.230734,7412.658496,2734.846668,6243.942571,2548.538822,4713.116327,0,,,,,
,,,,54,1057.376145,7415.067487,2749.245602,6171.655956,2519.034187,4658.552207,0,,,,,
,,,,55,1095.280895,7662.041339,2841.813597,6257.762206,2554.179469,4723.547804,0,,,,,
,,,,56,1213.524249,8437.375825,3153.457099,6666.724254,2721.102154,5032.244702,0,,,,,
,,,,57,1391.618475,9808.469328,3699.603035,7569.917574,3089.751163,5714.002283,0,,,,,
,,,,58,1449.708399,10521.96105,3962.900431,8267.511704,3374.482436,6240.56739,0,,,,,
,,,,59,1456.136746,10624.29095,3965.994503,8469.068438,3456.750195,6392.708497,0,,,,,
,,,,60,1455.350033,10681.61567,3920.73223,8594.4317,3507.91869,6487.336471,0,,,,,
,,,,61,1469.071057,10684.30628,3919.702822,8646.686868,3529.247253,6526.780249,0,,,,,
,,,,62,1446.931804,10679.99221,3899.136526,8643.991079,3528.146935,6524.745386,0,,,,,
,,,,63,1421.446838,10606.66337,3830.226796,8597.193074,3509.045777,6489.420839,0,,,,,
,,,,64,1422.251831,10533.19794,3777.770842,8561.772161,3494.588314,6462.684065,0,,,,,
,,,,65,1406.321886,10404.96266,3727.37705,8517.074783,3476.344552,6428.945135,0,,,,,
,,,,66,1420.04505,10416.45233,3712.974742,8512.516963,3474.484223,6425.504754,0,,,,,
,,,,67,1484.20159,10769.75867,3840.512818,8647.588822,3529.615396,6527.461071,0,,,,,
,,,,68,1631.176937,11666.38669,4221.067859,9135.497843,3728.761219,6895.749528,0,,,,,
,,,,69,1653.084207,11858.57529,4367.118441,9482.265703,3870.298612,7157.500375,0,,,,,
,,,,70,1626.839965,11620.9807,4276.604667,9334.3646,3809.931032,7045.860158,0,,,,,
,,,,71,1557.944137,11197.66301,4125.407085,9063.839635,3699.513076,6841.659749,0,,,,,
,,,,72,1439.879262,10491.08228,3859.02247,8609.105656,3513.908038,6498.412816,0,,,,,
,,,,73,1328.415579,9535.825771,3485.674948,7974.780979,3255.000938,6019.605403,0,,,,,
,,,,74,1231.253676,8714.274624,3149.337095,7331.709164,2992.52359,5534.195386,0,,,,,
,,,,75,1177.117395,8204.336866,2931.295438,6873.012883,2805.301291,5187.957586,0,,,,,
,,,,76,1151.201187,7957.678873,2843.871363,6630.226906,2706.205331,5004.695403,0,,,,,
,,,,77,1151.926915,7874.160825,2808.904823,6497.506072,2652.033757,4904.513711,0,,,,,
,,,,78,1155.387777,7900.934812,2835.64088,6457.35241,2635.644566,4874.204515,0,,,,,
,,,,79,1206.788706,8169.611041,2930.262597,6558.377343,2676.879084,4950.461183,0,,,,,
,,,,80,1326.407985,8970.735348,3241.903676,6979.339046,2848.699569,5268.215784,0,,,,,
,,,,81,1530.694911,10379.42507,3802.457079,7884.685176,3218.227273,5951.598371,0,,,,,
,,,,82,1602.818417,11071.70441,4096.614851,8568.386698,3497.288115,6467.676917,0,,,,,
,,,,83,1607.889893,11133.99163,4149.071994,8811.71036,3596.603538,6651.344962,0,,,,,
,,,,84,1574.332972,11085.15349,4154.216433,8938.07161,3648.179373,6746.726247,0,,,,,
,,,,85,1527.031752,11051.59532,4132.612093,8974.409946,3663.011293,6774.155521,0,,,,,
,,,,86,1505.546967,10954.16952,4054.441378,8919.032445,3640.408313,6732.354911,0,,,,,
,,,,87,1485.7786,10800.72303,3959.813965,8873.166709,3621.687672,6697.734069,0,,,,,
,,,,88,1466.630695,10703.45848,3944.39119,8879.346265,3624.209931,6702.398585,0,,,,,
,,,,89,1425.287602,10600.86545,3959.816234,8861.325713,3616.85463,6688.796128,0,,,,,
,,,,90,1436.007802,10710.94861,3991.707699,8892.731733,3629.673367,6712.50234,0,,,,,
,,,,91,1493.170334,11160.02657,4152.158889,9079.4469,3705.883366,6853.440584,0,,,,,
,,,,92,1634.82804,12007.11999,4467.913979,9546.77277,3896.627933,7206.192257,0,,,,,
,,,,93,1657.495814,12116.41098,4535.790737,9755.754225,3981.926179,7363.937767,0,,,,,
,,,,94,1621.819077,11820.92395,4428.824099,9560.310856,3902.153662,7216.411213,0,,,,,
,,,,95,1555.862063,11344.94325,4255.002661,9250.778973,3775.814572,6982.767205,0,,,,,
,,,,96,1416.77279,10603.23075,3965.990364,8815.412403,3598.114571,6654.139376,0,,,,,
,,,,97,1290.456537,9576.99954,3579.260152,8168.181313,3333.939565,6165.589812,0,,,,,
,,,,98,1205.596448,8708.057334,3217.226631,7473.708267,3050.482199,5641.380594,0,,,,,
,,,,99,1142.902559,8133.099676,2990.951156,7004.447817,2858.94801,5287.168642,0,,,,,
,,,,100,1117.786015,7836.61076,2891.17945,6735.025714,2748.9802,5083.800706,0,,,,,
,,,,101,1114.179464,7686.792017,2842.844901,6592.869805,2690.957589,4976.497135,0,,,,,
,,,,102,1115.3655,7682.19021,2856.215431,6536.564997,2667.976117,4933.996566,0,,,,,
,,,,103,1163.548082,7918.054412,2961.122982,6630.051797,2706.133858,5004.563225,0,,,,,
,,,,104,1282.131414,8715.640227,3269.677239,7024.63418,2867.187312,5302.405918,0,,,,,
,,,,105,1490.408377,10086.24478,3826.116581,7893.366947,3221.77084,5958.151633,0,,,,,
,,,,106,1542.667325,10762.81647,4088.384103,8565.727294,3496.202648,6465.669519,0,,,,,
,,,,107,1540.394643,10783.00053,4079.130018,8744.43337,3569.143641,6600.562259,0,,,,,
,,,,108,1511.917504,10744.16305,4041.075987,8792.949652,3588.946134,6637.183814,0,,,,,
,,,,109,1480.386632,10702.74383,4027.69791,8826.938674,3602.819154,6662.839753,0,,,,,
,,,,110,1453.791509,10600.34173,3968.047606,8768.894284,3579.127651,6619.026095,0,,,,,
,,,,111,1428.999658,10446.55372,3881.646288,8671.922047,3539.547289,6545.828524,0,,,,,
,,,,112,1419.211777,10328.41815,3837.423858,8603.707176,3511.704584,6494.33788,0,,,,,
,,,,113,1402.963578,10173.12362,3769.541584,8502.59375,3470.433947,6418.014414,0,,,,,
,,,,114,1411.213742,10140.02262,3742.797315,8448.231953,3448.245538,6376.980489,0,,,,,
,,,,115,1465.779802,10441.28084,3842.569307,8575.681649,3500.265635,6473.183366,0,,,,,
,,,,116,1598.106874,11365.24715,4200.496086,9006.466658,3676.095618,6798.352894,0,,,,,
,,,,117,1616.132073,11685.55085,4400.028475,9424.529289,3846.732813,7113.919188,0,,,,,
,,,,118,1575.580627,11483.16324,4336.260001,9364.731966,3822.325831,7068.782363,0,,,,,
,,,,119,1517.194621,11094.73254,4200.495303,9122.773852,3723.567772,6886.145075,0,,,,,
,,,,120,1393.796533,10414.45098,3950.56968,8680.039904,3542.860688,6551.956128,0,,,,,
,,,,121,1275.160705,9466.085703,3585.437134,8054.264376,3287.443024,6079.60187,0,,,,,
,,,,122,1177.923352,8634.902488,3250.13761,7408.463536,3023.851792,5592.131902,0,,,,,
,,,,123,1134.068396,8101.286662,3042.373431,6950.469725,2836.916215,5246.424349,0,,,,,
,,,,124,1100.811815,7841.150892,2943.641566,6691.365173,2731.159635,5050.844412,0,,,,,
,,,,125,1088.890942,7712.164352,2905.584137,6550.365861,2673.609103,4944.413876,0,,,,,
,,,,126,1092.244948,7730.866232,2915.870695,6488.738527,2648.45518,4897.895703,0,,,,,
,,,,127,1139.501285,7981.972695,3008.43402,6573.060236,2682.87208,4961.544274,0,,,,,
,,,,128,1263.103954,8719.768115,3289.220359,6950.387511,2836.882658,5246.362291,0,,,,,
,,,,129,1450.456119,10041.94942,3826.108409,7829.754164,3195.806532,5910.134784,0,,,,,
,,,,130,1510.172939,10739.24405,4098.672136,8476.985934,3459.981815,6398.684861,0,,,,,
,,,,131,1499.620929,10771.25362,4091.470615,8685.186428,3544.961303,6555.840879,0,,,,,
,,,,132,1467.948377,10689.3658,4033.880014,8759.323462,3575.221208,6611.80175,0,,,,,
,,,,133,1457.170977,10615.71348,3991.706352,8790.205477,3587.826066,6635.112427,0,,,,,
,,,,134,1435.621554,10496.87925,3913.536348,8764.918065,3577.504711,6616.024725,0,,,,,
,,,,135,1408.551161,10289.99872,3839.478995,8652.510736,3531.624333,6531.17628,0,,,,,
,,,,136,1375.604235,10157.22651,3816.859981,8591.879564,3506.877005,6485.410041,0,,,,,
,,,,137,1361.397205,10014.90716,3767.490269,8500.153856,3469.438075,6416.172708,0,,,,,
,,,,138,1360.191409,9963.920277,3742.801674,8483.061717,3462.461717,6403.271046,0,,,,,
,,,,139,1416.860429,10248.24078,3843.597933,8629.122203,3522.078028,6513.52191,0,,,,,
,,,,140,1538.16358,11066.16867,4159.35679,9040.465397,3689.972605,6824.016169,0,,,,,
,,,,141,1537.493595,11167.57096,4248.839174,9255.942145,3777.921982,6986.664523,0,,,,,
,,,,142,1483.047843,10858.72705,4132.616159,9032.65442,3686.784463,6818.120208,0,,,,,
,,,,143,1413.285376,10469.9061,3973.191537,8765.726953,3577.834868,6616.635299,0,,,,,
,,,,144,1327.264228,9907.83284,3765.428522,8387.081717,3423.286348,6330.822445,0,,,,,
,,,,145,1237.33348,9144.359263,3484.64162,7937.240082,3239.678178,5991.2684,0,,,,,
,,,,146,1152.592963,8381.922835,3185.342236,7374.505116,3009.991262,5566.499062,0,,,,,
,,,,147,1093.878415,7804.977865,2957.012899,6907.448087,2819.356426,5213.950318,0,,,,,
,,,,148,1059.034595,7489.981575,2823.295735,6618.660886,2701.484523,4995.965021,0,,,,,
,,,,149,1025.956896,7302.323226,2747.192908,6443.409103,2629.953441,4863.679686,0,,,,,
,,,,150,1020.654922,7233.93531,2717.357188,6345.806772,2590.115898,4790.0065,0,,,,,
,,,,151,1042.136322,7302.033186,2745.127994,6344.955817,2589.76857,4789.364173,0,,,,,
,,,,152,1095.548813,7578.5205,2858.269209,6472.76047,2641.933547,4885.834983,0,,,,,
,,,,153,1179.4903,8103.340499,3056.7742,6782.008847,2768.15692,5119.264993,0,,,,,
,,,,154,1285.539985,8680.439611,3280.996259,7145.593195,2916.558161,5393.709434,0,,,,,
,,,,155,1387.573695,9365.194779,3565.901024,7617.742444,3109.271447,5750.101939,0,,,,,
,,,,156,1445.824121,9915.604145,3777.776652,8031.812804,3278.27915,6062.654746,0,,,,,
,,,,157,1465.161757,10177.61824,3887.825512,8321.124501,3396.365132,6281.035947,0,,,,,
,,,,158,1462.944709,10243.20395,3886.79059,8391.787195,3425.206944,6334.374281,0,,,,,
,,,,159,1430.046865,10179.55088,3842.568072,8354.129029,3409.83632,6305.948761,0,,,,,
,,,,160,1421.234277,10034.69538,3773.65194,8304.820746,3389.710562,6268.729381,0,,,,,
,,,,161,1410.304188,9866.556987,3724.293201,8245.106896,3365.33765,6223.655564,0,,,,,
,,,,162,1394.640121,9789.107175,3717.083569,8209.878647,3350.958824,6197.064219,0,,,,,
,,,,163,1456.512169,10090.78544,3811.711578,8338.733124,3403.552299,6294.327467,0,,,,,
,,,,164,1569.432108,10882.00466,4064.729962,8731.293012,3563.780249,6590.64352,0,,,,,
,,,,165,1584.566697,11004.89922,4145.980473,9043.204644,3691.090661,6826.083835,0,,,,,
,,,,166,1538.334791,10699.80907,4022.55807,8943.065748,3650.217789,6750.495973,0,,,,,
,,,,167,1482.480195,10345.61961,3892.968033,8757.620021,3574.525928,6610.515941,0,,,,,
,,,,168,1394.738876,9894.970654,3722.235732,8475.272673,3459.282527,6397.39164,0,,,,,
,,,,169,1088.638357,7887.082449,2878.841851,6572.973116,2682.836521,4961.478514,0,,,,,
,,,,170,1008.588074,7226.629201,2619.653844,6146.851874,2508.910109,4639.829338,0,,,,,
,,,,171,947.041523,6692.051751,2402.629202,5849.036221,2387.353136,4415.029093,0,,,,,
,,,,172,912.394901,6366.184815,2262.759358,5639.446623,2301.806669,4256.824538,0,,,,,
,,,,173,899.255136,6174.062261,2183.556624,5520.535729,2253.271785,4167.067006,0,,,,,
,,,,174,904.234501,6086.684557,2144.469445,5472.204953,2233.545009,4130.585478,0,,,,,
,,,,175,925.304133,6087.976424,2141.387848,5520.917543,2253.427627,4167.35521,0,,,,,
,,,,176,962.699766,6218.395953,2188.700545,5619.014624,2293.467108,4241.401848,0,,,,,
,,,,177,1019.077716,6390.127486,2247.326749,5798.132911,2366.57635,4376.605739,0,,,,,
,,,,178,1106.169216,6864.470746,2421.146487,6208.963676,2534.261773,4686.713201,0,,,,,
,,,,179,1203.083006,7506.051678,2686.506694,6624.934608,2704.045217,5000.700616,0,,,,,
,,,,180,1247.969815,8010.011723,2893.237932,6930.242364,2828.660179,5231.156126,0,,,,,
,,,,181,1257.204652,8294.647215,3014.606513,7144.867006,2916.261759,5393.161285,0,,,,,
,,,,182,1254.223075,8448.786546,3082.491364,7257.954411,2962.419717,5478.523072,0,,,,,
,,,,183,1233.355008,8491.202319,3112.309604,7291.340124,2976.04649,5503.723616,0,,,,,
,,,,184,1203.87085,8432.477895,3096.889749,7287.778253,2974.59267,5501.035007,0,,,,,
,,,,185,1195.24487,8371.505365,3083.512116,7287.185416,2974.350697,5500.587517,0,,,,,
,,,,186,1198.531207,8394.196718,3088.65975,7354.565338,3001.852607,5551.447915,0,,,,,
,,,,187,1216.96993,8524.90202,3144.201719,7458.709395,3044.360232,5630.058993,0,,,,,
,,,,188,1240.970179,8737.900556,3217.220306,7523.174257,3070.672326,5678.719017,0,,,,,
,,,,189,1254.027316,8844.058115,3222.369477,7662.42359,3127.508584,5783.828616,0,,,,,
,,,,190,1290.911845,9178.547428,3338.591416,7954.455227,3246.704742,6004.262911,0,,,,,
,,,,191,1288.089591,9280.849003,3440.41108,7723.332877,3152.369428,5829.804785,0,,,,,
,,,,192,1195.403516,8762.622237,3249.108916,7243.417945,2956.486487,5467.550508,0,,,,,
,,,,193,1089.302389,8041.147735,2964.209204,6648.499124,2713.663352,5018.487824,0,,,,,
,,,,194,999.739877,7361.3356,2669.01987,6181.661166,2523.117932,4666.104442,0,,,,,
,,,,195,938.305183,6849.76595,2450.977609,5901.259863,2408.668832,4454.449075,0,,,,,
,,,,196,908.189246,6555.205311,2330.633451,5733.235546,2340.087725,4327.619249,0,,,,,
,,,,197,903.418598,6392.421466,2255.55523,5660.818625,2310.529904,4272.956771,0,,,,,
,,,,198,905.768545,6360.491563,2241.157085,5735.710165,2341.09777,4329.487165,0,,,,,
,,,,199,944.442578,6509.608946,2300.809678,6101.423185,2490.367853,4605.538392,0,,,,,
,,,,200,1040.298459,7049.879115,2524.000067,6821.422909,2784.244235,5149.015917,0,,,,,
,,,,201,1141.006303,7811.820561,2881.927729,7540.37599,3077.693416,5691.703404,0,,,,,
,,,,202,1253.014524,8729.013535,3262.481074,8020.122026,3273.507421,6053.830193,0,,,,,
,,,,203,1317.753633,9417.533307,3535.036694,8390.283592,3424.593231,6333.239317,0,,,,,
,,,,204,1337.182825,9942.666261,3708.859466,8692.328887,3547.876581,6561.232222,0,,,,,
,,,,205,1334.363363,10337.05374,3889.881784,8866.763398,3619.074085,6692.900657,0,,,,,
,,,,206,1336.581505,10618.35557,4004.04789,8995.741754,3671.718123,6790.257413,0,,,,,
,,,,207,1328.899877,10774.75926,4069.876416,9151.333833,3735.224865,6907.703011,0,,,,,
,,,,208,1306.710658,10909.57903,4135.701671,9238.800075,3770.925244,6973.725171,0,,,,,
,,,,209,1307.735912,10951.07629,4116.154278,9267.465105,3782.625214,6995.362401,0,,,,,
,,,,210,1302.441247,10957.72843,4101.753114,9261.437552,3780.164997,6990.812621,0,,,,,
,,,,211,1306.526243,10962.32291,4077.074239,9152.916904,3735.871014,6908.897961,0,,,,,
,,,,212,1308.575182,10891.65235,4018.448913,8905.309052,3634.806948,6721.99608,0,,,,,
,,,,213,1306.020846,10679.4882,3937.196282,8806.204427,3594.356226,6647.188917,0,,,,,
,,,,214,1347.034335,10759.38974,3933.077683,9016.763644,3680.298455,6806.125371,0,,,,,
,,,,215,1350.523405,10867.19539,3987.58742,8651.771279,3531.322515,6530.618116,0,,,,,
,,,,216,1229.977732,10108.07717,3734.573532,7966.791163,3251.7398,6013.574448,0,,,,,
,,,,217,1099.773435,9082.75057,3327.275452,7241.982174,2955.90046,5466.466745,0,,,,,
,,,,218,999.64151,8095.427836,2944.666765,6675.126879,2724.531784,5038.587257,0,,,,,
,,,,219,945.801778,7430.273748,2670.046058,6325.419114,2581.794435,4774.617281,0,,,,,
,,,,220,920.246248,7025.710392,2514.744439,6094.517376,2487.549166,4600.325679,0,,,,,
,,,,221,905.807956,6801.824415,2419.085475,5987.45346,2443.849766,4519.510604,0,,,,,
,,,,222,908.746666,6700.799269,2383.092469,6020.799959,2457.460533,4544.681548,0,,,,,
,,,,223,960.837215,6823.907989,2432.460426,6339.724933,2587.633523,4785.415744,0,,,,,
,,,,224,1054.382833,7359.441547,2646.393438,7027.36462,2868.301774,5304.466937,0,,,,,
,,,,225,1170.451601,8215.498179,2999.182274,7715.14311,3149.026678,5823.622902,0,,,,,
,,,,226,1266.895504,9195.104664,3375.617035,8112.756826,3311.317407,6123.753737,0,,,,,
,,,,227,1318.688698,9798.143089,3585.434583,8363.506674,3413.663916,6313.02729,0,,,,,
,,,,228,1338.502664,10177.5606,3706.804265,8529.161162,3481.27775,6438.068299,0,,,,,
,,,,229,1360.336007,10451.45734,3798.338747,8626.994987,3521.20978,6511.916223,0,,,,,
,,,,230,1353.442632,10615.77593,3838.452962,8647.732059,3529.67386,6527.569191,0,,,,,
,,,,231,1351.464472,10698.07892,3845.655302,8703.320615,3552.362985,6569.52911,0,,,,,
,,,,232,1351.853789,10799.89252,3898.111802,8726.318287,3561.749756,6586.888447,0,,,,,
,,,,233,1340.265559,10809.8413,3911.482898,8741.88963,3568.105383,6598.642167,0,,,,,
,,,,234,1330.83841,10783.2741,3893.991401,8763.913789,3577.094804,6615.266667,0,,,,,
,,,,235,1328.508057,10753.8317,3892.968044,8707.84948,3554.211495,6572.947635,0,,,,,
,,,,236,1321.920623,10648.54279,3862.10361,8553.041283,3491.024703,6456.093735,0,,,,,
,,,,237,1312.838557,10375.17525,3766.458158,8509.283506,3473.16445,6423.064044,0,,,,,
,,,,238,1346.39294,10398.05383,3771.596596,8699.142703,3550.657721,6566.375496,0,,,,,
,,,,239,1347.644517,10471.68517,3834.343025,8321.293965,3396.434301,6281.163864,0,,,,,
,,,,240,1232.417726,9720.252347,3558.692876,7680.963344,3135.075804,5797.822983,0,,,,,
,,,,241,1156.662316,8667.064767,3163.74086,6980.02683,2848.980296,5268.734944,0,,,,,
,,,,242,1065.121626,7748.283855,2795.533045,6367.60713,2599.013971,4806.462069,0,,,,,
,,,,243,991.528908,7087.397924,2533.256637,6048.640257,2468.823879,4565.696245,0,,,,,
,,,,244,963.011367,6705.32179,2385.151615,5853.472044,2389.16367,4418.377386,0,,,,,
,,,,245,957.135992,6495.184313,2298.753846,5764.159979,2352.709897,4350.961944,0,,,,,
,,,,246,951.917419,6419.613274,2270.982887,5804.191598,2369.049274,4381.179018,0,,,,,
,,,,247,994.58423,6534.89176,2315.206507,6142.720504,2507.223841,4636.710855,0,,,,,
,,,,248,1085.120112,7069.621933,2525.027746,6824.230607,2785.39023,5151.135252,0,,,,,
,,,,249,1193.909162,7870.979145,2863.412628,7499.510142,3061.013539,5660.856629,0,,,,,
,,,,250,1284.601239,8721.803903,3195.626878,7824.505961,3193.664416,5906.173283,0,,,,,
,,,,251,1312.834899,9171.383004,3367.393371,7997.50148,3264.274578,6036.755522,0,,,,,
,,,,252,1333.224305,9423.981575,3451.722474,8110.525519,3310.406673,6122.069478,0,,,,,
,,,,253,1351.48702,9604.564984,3528.87157,8132.898131,3319.538318,6138.957001,0,,,,,
,,,,254,1354.82101,9693.729655,3555.608324,8102.193842,3307.006001,6115.780477,0,,,,,
,,,,255,1339.948221,9673.964849,3549.441645,8101.281786,3306.633734,6115.09203,0,,,,,
,,,,256,1327.522,9669.296709,3572.064507,8079.204982,3297.622826,6098.427792,0,,,,,
,,,,257,1307.236151,9572.89513,3544.29717,8052.529996,3286.735116,6078.292707,0,,,,,
,,,,258,1303.628218,9434.840101,3485.665589,8034.132244,3279.225857,6064.405529,0,,,,,
,,,,259,1300.532056,9381.588082,3483.612059,8028.868531,3277.07741,6060.432319,0,,,,,
,,,,260,1305.134628,9440.938666,3492.871926,7943.89546,3242.394649,5996.292081,0,,,,,
,,,,261,1326.298124,9446.340994,3476.41129,8017.509501,3272.441088,6051.858181,0,,,,,
,,,,262,1388.816588,9695.367496,3559.727299,8243.938177,3364.860623,6222.77338,0,,,,,
,,,,263,1390.041487,9724.059933,3607.034265,7956.229917,3247.429103,6005.602501,0,,,,,
,,,,264,1284.653089,9107.918159,3378.701993,7376.943414,3010.986483,5568.339563,0,,,,,
,,,,265,1164.704563,8233.621028,3045.459669,6733.101694,2748.194889,5082.348398,0,,,,,
,,,,266,1077.758201,7415.557245,2715.310398,6227.02537,2541.633867,4700.346713,0,,,,,
,,,,267,1018.227296,6857.906502,2483.883544,5940.299472,2424.603309,4483.91735,0,,,,,
,,,,268,986.917177,6538.235024,2349.150403,5784.548672,2361.031783,4366.351945,0,,,,,
,,,,269,975.941899,6366.033374,2279.209078,5723.533971,2336.127913,4320.296207,0,,,,,
,,,,270,980.241724,6334.759448,2263.782844,5790.388957,2363.415564,4370.760368,0,,,,,
,,,,271,1027.38954,6504.57204,2321.382995,6127.925974,2501.185279,4625.543497,0,,,,,
,,,,272,1121.012714,7072.635086,2542.512418,6861.702133,2800.684675,5179.419891,0,,,,,
,,,,273,1242.561477,7948.002534,2909.695393,7530.93037,3073.838075,5684.573565,0,,,,,
,,,,274,1331.157619,8794.862585,3244.99433,7860.965278,3208.545716,5933.693876,0,,,,,
,,,,275,1343.31729,9212.710908,3411.619144,8031.816091,3278.280492,6062.657227,0,,,,,
,,,,276,1355.302766,9486.683801,3502.128758,8151.104731,3326.969557,6152.699892,0,,,,,
,,,,277,1368.426947,9673.656495,3577.205846,8201.529934,3347.551199,6190.762358,0,,,,,
