Time_Index,SE_Solvent_wNGCC_DAC,MIDAT_Solvent_wNGCC_DAC,NE_Solvent_wNGCC_DAC,SE_Sorbent_wNGCC_DAC,MIDAT_Sorbent_wNGCC_DAC,NE_Sorbent_wNGCC_DAC,SE_Sorbent_DAC,MIDAT_Sorbent_DAC,NE_Sorbent_DAC
1928,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1929,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1930,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1931,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1932,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1933,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1934,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1935,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1936,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1937,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1938,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1939,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1940,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1941,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1942,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1943,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1944,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1945,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1946,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1947,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1948,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1949,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1950,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1951,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1952,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1953,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1954,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1955,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1956,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1957,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1958,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1959,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1960,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1961,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1962,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1963,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1964,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1965,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1966,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1967,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1968,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1969,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1970,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1971,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1972,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1973,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1974,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1975,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1976,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1977,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1978,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1979,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1980,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1981,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1982,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1983,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1984,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1985,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1986,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1987,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1988,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1989,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1990,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1991,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1992,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1993,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1994,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1995,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1996,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1997,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1998,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1999,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2000,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2001,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2002,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2003,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2004,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2005,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2006,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2007,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2008,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2009,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2010,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2011,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2012,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2013,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2014,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2015,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2016,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2017,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2018,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2019,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2020,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2021,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2022,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2023,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2024,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2025,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2026,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2027,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2028,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2029,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2030,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2031,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2032,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2033,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2034,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2035,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2036,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2037,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2038,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2039,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2040,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2041,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2042,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2043,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2044,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2045,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2046,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2047,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2048,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2049,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2050,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2051,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2052,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2053,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2054,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2055,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2056,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2057,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2058,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2059,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2060,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2061,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2062,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2063,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2064,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2065,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2066,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2067,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2068,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2069,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2070,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2071,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2072,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2073,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2074,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2075,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2076,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2077,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2078,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2079,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2080,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2081,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2082,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2083,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2084,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2085,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2086,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2087,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2088,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2089,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2090,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2091,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2092,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2093,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2094,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2095,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2096,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2097,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2098,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2099,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2100,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2101,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2102,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2103,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2104,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2105,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2106,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2107,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2108,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2109,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2110,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2111,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2112,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2113,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2114,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2115,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2116,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2117,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2118,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2119,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2120,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2121,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2122,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2123,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2124,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2125,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2126,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2127,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2128,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2129,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2130,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2131,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2132,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2133,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2134,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2135,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2136,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2137,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2138,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2139,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2140,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2141,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2142,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2143,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2144,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2145,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2146,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2147,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2148,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2149,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2150,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2151,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2152,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2153,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2154,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2155,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2156,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2157,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2158,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2159,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2160,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2161,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2162,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2163,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2164,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2165,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2166,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2167,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2168,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2169,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2170,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2171,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2172,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2173,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2174,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2175,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2176,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2177,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2178,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2179,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2180,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2181,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2182,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2183,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2184,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2185,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2186,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2187,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2188,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2189,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2190,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2191,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2192,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2193,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2194,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2195,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2196,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2197,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2198,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2199,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2200,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2201,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2202,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2203,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2204,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2205,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2206,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2207,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2208,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2209,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2210,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2211,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2212,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2213,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2214,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2215,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2216,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2217,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2218,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2219,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2220,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2221,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2222,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2223,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2224,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2225,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2226,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2227,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2228,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2229,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2230,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2231,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2232,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2233,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2234,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2235,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2236,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2237,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2238,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2239,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2240,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2241,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2242,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2243,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2244,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2245,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2246,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2247,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2248,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2249,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2250,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2251,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2252,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2253,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2254,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2255,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2256,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2257,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2258,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2259,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2260,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2261,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2262,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2263,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2264,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2265,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2266,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2267,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2268,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2269,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2270,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2271,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2272,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2273,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2274,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2275,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2276,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2277,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2278,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2279,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2280,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2281,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
