Time,Weight
1,7.142857142857143
2,7.142857142857143
3,7.142857142857143
4,7.142857142857143
5,7.142857142857143
6,7.142857142857143
7,7.142857142857143
8,7.142857142857143
9,7.142857142857143
10,7.142857142857143
11,7.142857142857143
12,7.142857142857143
13,7.142857142857143
14,7.142857142857143
15,7.142857142857143
16,7.142857142857143
17,7.142857142857143
18,7.142857142857143
19,7.142857142857143
20,7.142857142857143
21,7.142857142857143
22,7.142857142857143
23,7.142857142857143
24,7.142857142857143
25,7.142857142857143
26,7.142857142857143
27,7.142857142857143
28,7.142857142857143
29,7.142857142857143
30,7.142857142857143
31,7.142857142857143
32,7.142857142857143
33,7.142857142857143
34,7.142857142857143
35,7.142857142857143
36,7.142857142857143
37,7.142857142857143
38,7.142857142857143
39,7.142857142857143
40,7.142857142857143
41,7.142857142857143
42,7.142857142857143
43,7.142857142857143
44,7.142857142857143
45,7.142857142857143
46,7.142857142857143
47,7.142857142857143
48,7.142857142857143
49,7.142857142857143
50,7.142857142857143
51,7.142857142857143
52,7.142857142857143
53,7.142857142857143
54,7.142857142857143
55,7.142857142857143
56,7.142857142857143
57,7.142857142857143
58,7.142857142857143
59,7.142857142857143
60,7.142857142857143
61,7.142857142857143
62,7.142857142857143
63,7.142857142857143
64,7.142857142857143
65,7.142857142857143
66,7.142857142857143
67,7.142857142857143
68,7.142857142857143
69,7.142857142857143
70,7.142857142857143
71,7.142857142857143
72,7.142857142857143
73,7.142857142857143
74,7.142857142857143
75,7.142857142857143
76,7.142857142857143
77,7.142857142857143
78,7.142857142857143
79,7.142857142857143
80,7.142857142857143
81,7.142857142857143
82,7.142857142857143
83,7.142857142857143
84,7.142857142857143
85,7.142857142857143
86,7.142857142857143
87,7.142857142857143
88,7.142857142857143
89,7.142857142857143
90,7.142857142857143
91,7.142857142857143
92,7.142857142857143
93,7.142857142857143
94,7.142857142857143
95,7.142857142857143
96,7.142857142857143
97,7.142857142857143
98,7.142857142857143
99,7.142857142857143
100,7.142857142857143
101,7.142857142857143
102,7.142857142857143
103,7.142857142857143
104,7.142857142857143
105,7.142857142857143
106,7.142857142857143
107,7.142857142857143
108,7.142857142857143
109,7.142857142857143
110,7.142857142857143
111,7.142857142857143
112,7.142857142857143
113,7.142857142857143
114,7.142857142857143
115,7.142857142857143
116,7.142857142857143
117,7.142857142857143
118,7.142857142857143
119,7.142857142857143
120,7.142857142857143
121,7.142857142857143
122,7.142857142857143
123,7.142857142857143
124,7.142857142857143
125,7.142857142857143
126,7.142857142857143
127,7.142857142857143
128,7.142857142857143
129,7.142857142857143
130,7.142857142857143
131,7.142857142857143
132,7.142857142857143
133,7.142857142857143
134,7.142857142857143
135,7.142857142857143
136,7.142857142857143
137,7.142857142857143
138,7.142857142857143
139,7.142857142857143
140,7.142857142857143
141,7.142857142857143
142,7.142857142857143
143,7.142857142857143
144,7.142857142857143
145,7.142857142857143
146,7.142857142857143
147,7.142857142857143
148,7.142857142857143
149,7.142857142857143
150,7.142857142857143
151,7.142857142857143
152,7.142857142857143
153,7.142857142857143
154,7.142857142857143
155,7.142857142857143
156,7.142857142857143
157,7.142857142857143
158,7.142857142857143
159,7.142857142857143
160,7.142857142857143
161,7.142857142857143
162,7.142857142857143
163,7.142857142857143
164,7.142857142857143
165,7.142857142857143
166,7.142857142857143
