,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level,Source_Zone_H2_Net,Sink_Zone_H2_Net,Pipe_Level
Pipe,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20,21,21,21,22,22,22,23,23,23,24,24,24,25,25,25,26,26,26,27,27,27,28,28,28,29,29,29,30,30,30,31,31,31,32,32,32,33,33,33,34,34,34,35,35,35,36,36,36,37,37,37,38,38,38,39,39,39,40,40,40,41,41,41,42,42,42,43,43,43,44,44,44,45,45,45
Zone,"[""z1""]","[""z2""]",NA,"[""z1""]","[""z3""]",NA,"[""z1""]","[""z4""]",NA,"[""z1""]","[""z5""]",NA,"[""z1""]","[""z6""]",NA,"[""z1""]","[""z7""]",NA,"[""z1""]","[""z8""]",NA,"[""z1""]","[""z9""]",NA,"[""z1""]","[""z10""]",NA,"[""z2""]","[""z3""]",NA,"[""z2""]","[""z4""]",NA,"[""z2""]","[""z5""]",NA,"[""z2""]","[""z6""]",NA,"[""z2""]","[""z7""]",NA,"[""z2""]","[""z8""]",NA,"[""z2""]","[""z9""]",NA,"[""z2""]","[""z10""]",NA,"[""z3""]","[""z4""]",NA,"[""z3""]","[""z5""]",NA,"[""z3""]","[""z6""]",NA,"[""z3""]","[""z7""]",NA,"[""z3""]","[""z8""]",NA,"[""z3""]","[""z9""]",NA,"[""z3""]","[""z10""]",NA,"[""z4""]","[""z5""]",NA,"[""z4""]","[""z6""]",NA,"[""z4""]","[""z7""]",NA,"[""z4""]","[""z8""]",NA,"[""z4""]","[""z9""]",NA,"[""z4""]","[""z10""]",NA,"[""z5""]","[""z6""]",NA,"[""z5""]","[""z7""]",NA,"[""z5""]","[""z8""]",NA,"[""z5""]","[""z9""]",NA,"[""z5""]","[""z10""]",NA,"[""z6""]","[""z7""]",NA,"[""z6""]","[""z8""]",NA,"[""z6""]","[""z9""]",NA,"[""z6""]","[""z10""]",NA,"[""z7""]","[""z8""]",NA,"[""z7""]","[""z9""]",NA,"[""z7""]","[""z10""]",NA,"[""z8""]","[""z9""]",NA,"[""z8""]","[""z10""]",NA,"[""z9""]","[""z10""]",NA
t1,0.00010170620923582991,-7.877073060521666e-5,0.004348108548495436,2.980870136035163e-5,-2.7871496103525547e-5,0.0014463441710420226,1.9760958536726236e-5,6.820872581073063e-7,0.0016703815341685719,11.950259059602383,2.5471025227639297,81.02676197856849,7.317714227786327e-7,2.900701664296045e-6,0.0024650650520849342,0.0004912980441802663,0.00011753950823436155,0.045002677268583306,0.2666637615713564,-0.3462943729775925,21.478818990362356,5.212738184973221e-5,4.837219841087061e-6,0.0020134982471722318,2.838218937173257e-6,4.736979421321623e-6,0.0015908172909246461,0.00018639311279928757,-0.0002274256852821372,0.0034776302896539248,0.8281050660966492,-0.03003763072690509,6.571767760056954,2.650078255208457e-5,0.00011891693388117967,0.00462676433612684,2.6827178817837347e-6,1.1999784684037668e-6,0.0020916901674734177,2.0639537598073415e-5,1.8083186432499615e-5,0.003932201873225518,4.93888636917802,36.347956820993076,253.17245603702239,0.00010667680164090201,-2.8050610747506555e-6,0.0033054800719661396,1.344884989541673e-5,9.343625728677486e-6,0.002362434252028556,-0.5979151608300359,1.504797382850884,4.23672829165148,-1.3713604279150002e-5,2.56361269956421e-5,0.0017037229366705588,-8.071414997442916e-6,6.212594062789975e-6,0.0016561659446687358,-2.8034834656274254e-5,2.521829045605671e-5,0.0026311636309720196,-6.677239656629665e-5,7.565321897049692e-5,0.0016285689700385785,4.959945171102901,2.071202535304907,32.07845615069064,-1.6435781336928725e-5,5.396323432269956e-5,0.00226199839663942,2.010989263770134e-6,2.0176620921607694e-5,0.0019186177097598378,8.409470866788628e-7,1.272137506081822e-6,0.0016614682884052553,1.9418869503901344e-6,1.34599015277243e-5,0.002492422290015335,-5.443934011179551e-6,4.0146713676436495e-5,0.0019176082754617557,1.141392749208143,-0.0006206770150956054,7.118203588514442,0.15674743791250415,0.0002664705062032782,1.7248188426467568,1.6685607451908267e-5,5.9635526814989115e-6,0.0026901386854500317,0.000689227594011941,0.0004068378939826422,0.0395199802985672,7.519785477603553e-5,8.660186967581818e-5,0.00407388198543308,3.3938616281423964e-5,4.851161699077893e-6,0.001946357710866395,4.619333169597811e-6,3.1206441648588177e-6,0.0015080103901391907,4.161499097421551,1.6991355614134733,42.10272048376018,-3.939926709287586e-6,6.561713757550751e-6,0.0023785301894323845,2.5840014345572253e-5,4.5558333950336e-6,0.0019075033459309888,-4.0388810967829003e-7,2.343687952875132e-6,0.001463468489133,-0.00017316501298463987,1.1213755901181969e-5,7.544134674613588,7.199922947961866e-5,-3.9374253584228275e-7,0.003265691731424009,3.6311546456717494e-6,3.043213112626448e-6,0.0016981753108742852,0.00012045011612707563,-1.944780368955186e-5,0.002871210813883809,9.7313919498449e-6,1.9958609848566355e-6,0.0018421260332388153,0.00023443807474610168,0.5105913862809393,5.74272551750972
t2,0.00010142191521758166,-4.169951848206378e-5,0.004288386151759912,2.975634429684174e-5,-2.7528731771354237e-5,0.0014441165585165467,1.9635689997692057e-5,1.6652971835341614e-6,0.0016490805469873565,11.950255158815146,2.5114391892485433,66.5650676305048,7.883922221918385e-7,2.2748476069881223e-6,0.0024620018122557354,0.0004903963254668541,0.00017373938754144946,0.04433854155557501,0.2666840498960062,-0.34230705686225943,21.55444199732861,5.216648792645754e-5,4.400616552544938e-6,0.001956931142693264,2.8062593230237344e-6,4.505590402447626e-6,0.0015835054411991601,0.00020161869809217714,-0.00022464534780423294,0.003500656939365982,0.8281804400514086,-0.02965948902356711,5.7732468090291125,4.486657494026891e-5,0.00011479853610250535,0.004467099225084084,4.517301458516811e-6,8.835590210833216e-7,0.002086289306993833,2.643515510400562e-5,2.7534300057925986e-5,0.003878232418063585,5.228248994316652,36.343498703315774,211.60070833938997,0.00011402633786510874,-3.4755561471763426e-6,0.003194929290248233,1.7234041396092545e-5,9.034761406603255e-6,0.0023361654492258543,-0.5980717557700171,1.5048013424704354,3.3299987049510613,-1.3468118957967677e-5,2.486130600374788e-5,0.0016923297496247987,-7.950280418578654e-6,6.0455536527738825e-6,0.0016580706714345282,-2.7704682613810384e-5,3.1650607267022845e-5,0.002627217706318845,-6.619532929520529e-5,7.622715742200448e-5,0.0016185371419117627,4.960119148392323,1.9364737229787377,25.181863279319543,-1.601072875801276e-5,5.341720859844972e-5,0.00222459191679897,2.7000157078994295e-6,1.938262815845159e-5,0.0018965350658934964,1.1307631592284093e-6,1.3094991681534098e-6,0.0016590280260778633,2.5737579615662908e-6,1.7404255245828798e-5,0.002472444276807929,-3.877723218408734e-6,4.081465646070676e-5,0.001880671342219452,1.1413948807182424,-0.0006213624331687928,5.977430070229373,0.1567508928008057,0.00026318349002608834,1.567804766355925,1.5181872141040677e-5,5.142125536150051e-6,0.0026698146877728152,0.0006652774125129808,0.0004719393129447564,0.03838276357310948,7.009430994687967e-5,8.79494220725824e-5,0.003915838253413623,3.338740030641541e-5,4.595640156694444e-6,0.0019083746704032845,4.041714891015649e-6,2.966937044672797e-6,0.0015010017382035296,4.161516205422713,1.7298446625131727,36.2113596158243,-4.551604933535343e-6,7.379453985410034e-6,0.0023757023403805336,2.5638584681400227e-5,4.339794929141467e-6,0.001877524966320431,-4.563232161847808e-7,2.241797693889551e-6,0.0014616830146553079,-0.00011527613353226325,1.539598568226923e-5,7.544234554761439,7.732722577852405e-5,-8.458816928278882e-7,0.003189210387338366,5.0965517242250866e-6,2.878291471161316e-6,0.001690200467678903,0.00012117444424501826,-2.0457928903996268e-5,0.002770494298542775,1.0222269156680787e-5,1.704112929105421e-6,0.0018301996511530501,0.00023256182324271624,0.5105899111267459,5.231903044559731
t3,0.00010030449424360598,-7.006614977800177e-8,0.004188151723666055,2.954669649807218e-5,-2.762653028255087e-5,0.0014421963923010339,1.943080187599194e-5,2.613533280743617e-6,0.0016270362118306159,11.950243968430867,2.498691314727019,52.11613234734692,6.126138002999614e-7,1.5101817660345468e-6,0.0024598790166893785,0.0004877445325460784,0.0002553235924702669,0.043595473430558654,0.26670146006338113,-0.33728487759170517,21.625025414856932,5.211226834913293e-5,3.4851911802805618e-6,0.0019013336831638899,2.716919524538671e-6,3.930664011694206e-6,0.0015768578576628844,0.00021910810793457448,-0.00022452234607185415,0.003506071177503264,0.8282576819213319,-0.029629871876206897,4.9746189989839875,5.940497321868152e-5,0.00010790530222147405,0.0042997889496439205,5.619947490767439e-6,5.691633659180367e-7,0.0020801001961371704,2.98240857198234e-5,3.894532112036595e-5,0.0038094630112233963,5.440056936760404,36.33822572353351,169.82242567909606,0.00011982755794567888,-5.135080523013114e-6,0.003080236812825546,1.999434257947792e-5,8.063339800830825e-6,0.0023081077668455578,-0.5977515275716144,1.5048050528841013,2.422945179638574,-1.3504021948397531e-5,2.422041279592954e-5,0.0016816133587772633,-7.972626549784708e-6,5.881518784848393e-6,0.0016601617791994758,-2.776331158704883e-5,3.958268907397755e-5,0.0026153983288319136,-6.640430143266539e-5,7.672091073416969e-5,0.001608220532610244,4.959810808096099,1.5452789544102936,18.676773516813164,-1.6138410476515435e-5,5.201797143840635e-5,0.002188712355837069,3.2417339117661427e-6,1.8688908084747312e-5,0.0018746044238970067,1.3374040402975613e-6,1.2632851796735343e-6,0.00165642733685788,2.990220307235308e-6,2.2093277728655862e-5,0.00244736077877208,-2.2713211633510735e-6,4.141189714159834e-5,0.0018415307662412207,1.1413970996733154,-0.0006293694513623826,4.836662340007423,0.15675442174002766,0.000257298428348081,1.4107930461875493,1.3812883616430685e-5,4.273750002499753e-6,0.002651728054153872,0.0006418875098304832,0.0005558240316719493,0.03718505203160705,6.755892068054098e-5,8.908190943623901e-5,0.003759197423296841,3.295401706256295e-5,4.1108065635730846e-6,0.0018713098467771617,3.6888901128566206e-6,2.5865725994280254e-6,0.0014947262754912588,4.16152813337736,1.828142320666886,30.221689161780052,-5.206610246952069e-6,7.935370349073882e-6,0.0023729735802784273,2.5421503963940437e-5,3.946165345809804e-6,0.0018481572970106982,-4.955879520256493e-7,1.981923771254637e-6,0.0014601966788360555,-4.001636767409156e-5,1.8113774690900724e-5,7.544256457354422,8.383629944651706e-5,-1.9420080026263286e-6,0.003107316095894467,6.6781032750436135e-6,2.452374189014639e-6,0.0016810699902148286,0.00012178078568275574,-2.2598978535608123e-5,0.0026713124913956172,1.0607791325180013e-5,9.226145650336311e-7,0.001818669245262806,0.00022721910116674238,0.5105858518633984,4.7210899735951655
t4,6.829073747184337e-5,2.989318160821785e-5,0.004089967804585987,2.7660526656491803e-5,-2.777027398193847e-5,0.0014423061396265033,1.768557756287737e-5,5.859733686212166e-6,0.0016034909005815268,9.777982360091979,2.3332246963225654,40.00492529093237,-1.2832232325438268e-6,5.923256059414846e-7,0.002460569914315985,0.00027583247907126687,0.00030099634283361484,0.04301864460865376,-0.004321929544763367,-0.5550428903974246,22.18439023479912,5.1121754773095567e-5,-2.3167084847355152e-7,0.0018504435992392457,2.2168171079249558e-6,2.0517193414733618e-6,0.0015725893212134563,0.0002406346131320927,-0.0002188981430571056,0.0034843347074282683,0.8283233569760811,-0.1712110577728041,4.3175066997807106,5.9995815481630354e-5,9.333719821552643e-5,0.004146455935946755,1.8461008348962823e-6,2.2364710203610715e-7,0.0020780304482002133,1.2716943929310534e-5,3.5173390379134993e-5,0.0037615726769149316,4.689472538620886,28.939259903539092,136.19369323693607,0.00012099050715606377,-1.3104060920636484e-5,0.002972350366590114,1.887534035385141e-5,4.103915639600976e-6,0.0022851285108520963,-1.3952375935059969,1.504826070200082,2.3133567029444895,-1.3634293235177241e-5,2.27860159526848e-5,0.0016724616360597432,-8.079139501358783e-6,5.701404541244313e-6,0.0016625395141595725,-2.815452949357411e-5,3.9322209088995135e-5,0.0026042306492364727,-6.676492762195569e-5,7.627793000947518e-5,0.0015987075302227273,4.884938249497968,0.3112210526846919,13.480614214630513,-1.6423498595018207e-5,4.669136680784517e-5,0.0021584444876242333,4.733508952048112e-6,1.723171588232726e-5,0.0018526391990626011,1.7084984744320783e-6,1.175715549898618e-6,0.0016535431228335631,3.979200686272813e-6,2.0518620761458393e-5,0.002422862957324347,3.782194446951188e-6,4.187185864692853e-5,0.0017958767131473303,1.141410108682693,-0.0001578797771220053,3.695410111101852,0.15677227715555736,0.0002335901716881859,1.2537871788603037,1.1585708821332445e-5,3.1934630804185697e-6,0.002636948882252089,0.0005999257796964815,0.0005686482083653945,0.036016478043545186,6.387323123609282e-5,8.66130049226571e-5,0.0036087111871380842,3.2208236429994175e-5,2.2032007326943477e-6,0.0018368984096144535,3.2844698873074808e-6,1.3688891370745385e-6,0.0014900729164668794,3.329196928859796,1.9408675011596135,24.951624731760642,-5.992390159700059e-6,8.502131343809324e-6,0.002370463839094298,2.516415363809097e-5,2.385997684341932e-6,0.0018206071456882693,-5.598882499460007e-7,1.1656821918224309e-6,0.0014595908848941798,-7.860673604503498e-7,1.3260957076889873e-5,7.544243982464703,8.405776055698662e-5,-6.653231023372503e-6,0.0030299115663608347,5.138071143906417e-6,1.0598794806377047e-6,0.001674872039590279,0.00012226004737702313,-3.252265861393913e-5,0.0025815751026325153,1.1029235641947753e-5,-1.729251825755747e-6,0.0018093692614466472,0.00018155380051432246,0.5105683391536117,4.210340080641039
t5,6.42120083223132e-5,-1.5283081974542384e-5,0.004041038878238214,2.6894824439726947e-5,-2.7027421294167586e-5,0.0014424387364809755,1.7085604354923165e-5,1.1838396124987254e-5,0.0015745669001016303,7.334823860604906,-0.5772250814762975,33.24732651180376,-1.8052743099368534e-6,5.337786328938953e-7,0.002461841409993045,0.00026524734059998054,0.0002796364887543211,0.04247376077929946,-0.004687506142877889,-0.5916548312731186,22.78073257221512,5.088690693076404e-5,-9.042444604402135e-6,0.0018085991369128527,2.047899724570518e-6,-1.987583529213847e-6,0.0015725290050181023,0.0002619864616688499,-0.0002152438131526503,0.0034375920589120824,0.6277550206157313,-0.8095851885796639,4.499336867744644,3.466085696580306e-5,1.1459420451339882e-7,0.004111680484776457,8.847867680555042e-7,2.1403801718139818e-7,0.0020769316234149756,5.346657638857284e-6,2.2964296228061292e-5,0.003733261723048018,-2.4735364789854253,21.35948464560652,117.30774507031498,0.0001254458611485805,-3.906491591204272e-5,0.002885969421353583,1.7868986094858132e-5,-6.34670515873606e-6,0.0022736062299159652,-1.4332151775818318,1.5048339457561288,2.241737934770192,-1.3234151638116664e-5,1.3790444439410623e-5,0.0016719053432584596,-7.93609774153075e-6,5.731779631221896e-6,0.0016647438322699047,-2.778592911678872e-5,3.541078128799408e-5,0.0025966057970652433,-6.572286829753483e-5,7.122630827207727e-5,0.0015932040902482158,4.050544021596095,-0.9897355759759652,10.419805769010386,-1.542165555899339e-5,3.083543791243601e-5,0.002143030705270784,8.270011915832525e-6,8.518044420421818e-6,0.001835851142726318,3.2655270083182278e-6,1.2626881299190564e-6,0.0016490149076953307,8.276031257142172e-6,1.703900661380282e-5,0.0023975479194533844,1.4025006643532325e-5,3.886739244152552e-5,0.0017429843140622722,1.141416066898974,-1.1402055469537258,3.694199591156603,0.15677796675165248,0.0001573481006496419,1.0968518640080016,-3.6501347687372337e-6,3.0777172154102694e-6,0.0026375212998054082,-0.00011435709218752507,0.0005020030110289471,0.035628832124703746,-5.153075546089294e-5,6.957647772164009e-5,0.0035906654648772945,2.753756640995574e-5,-1.9460426961351115e-6,0.0018113068859006514,6.615371213298514e-7,-1.1696328392545732e-6,0.0014905810121847887,2.4968685331844314,1.4907801318187721,20.96397606675744,-6.094455007017821e-6,6.817318986631657e-6,0.0023697409751146864,2.5172768569096727e-5,-1.206530385124202e-6,0.0017966409075043208,-5.413778166553829e-7,-4.89611291799533e-7,0.0014606218740026258,-1.7859256081596744e-5,-1.4637455504084445e-5,7.544276479176289,8.230580360556406e-5,-2.0635735666263118e-5,0.0029682414984215544,3.0808360291504436e-6,-1.880295134951013e-6,0.0016736714986960851,0.00011998488755149745,-5.683823004401792e-5,0.0025184284451250146,1.0043264958714933e-5,-7.568494227275329e-6,0.0018068944907151919,-0.01551517923499579,0.5105058555051954,3.7153494043708397
t6,5.6487027479512945e-5,-6.603562588906433e-5,0.00405058747664775,2.5434611295851402e-5,-2.8638275813549035e-5,0.0014456424009986863,1.6021689812160458e-5,-2.7749344167840272e-5,0.001586294554457316,4.891528307063719,-6.609968772841019,34.96576697758106,-3.1356520227894823e-6,-8.217127269215057e-7,0.002465798774742741,0.00024782740825023125,-0.0004709683168015554,0.04269690168785076,-0.00494803206228095,-0.6133075513386604,23.39898815561606,5.010559707145462e-5,-1.4045485957442898e-5,0.001772539025798857,1.6669962139863318e-6,-5.533480272321529e-6,0.0015763954890764462,0.0002376221515242039,-0.00022321172044378743,0.003423181627831673,0.6063265950158726,-0.8289449629213991,4.72195523565017,-3.4196715308811433e-7,-2.8437218242280122e-5,0.004140459670171841,-2.765129626303877e-6,-2.122167099911088e-7,0.002079908969751276,-9.076082051425285e-6,-2.391875173165381e-6,0.0037447296802726104,-15.28003672621859,13.765185185746445,118.82259661078713,0.00011661610851836172,-5.0692671919926296e-5,0.002820045984755164,1.0954233323524662e-5,-1.6853438566691097e-5,0.002279505435159118,-1.4354124677402051,1.3677336653376762,2.309416737172721,-1.437167180393214e-5,9.129503023958811e-6,0.0016771475120384324,-8.490047942501431e-6,5.36486277131202e-6,0.0016678690174410774,-2.9418330095993517e-5,2.5021176929160236e-5,0.0026010029502321064,-6.863649061753974e-5,6.4477294448306e-5,0.0015973632864174588,3.180369230443761,-4.450053139997917,11.689489678564541,-1.767407724811785e-5,9.485672940081976e-6,0.0021512191095788193,-1.5029013797127714e-5,4.537898728739169e-6,0.0018463422577947005,-5.755889136685226e-6,9.001570531844984e-7,0.0016538706397788358,-1.9979842830829068e-5,1.030751657138111e-5,0.0024072202457128054,-5.227730801182724e-5,3.464566192404752e-5,0.0017606159601500507,0.9921912581398364,-1.140246359767175,3.8422546927839396,-0.00028928764345513455,-0.056479978284898404,1.153621129936355,-9.754366267230441e-6,1.7290338035237245e-6,0.0026455466322691233,-0.00019944293959469435,-0.00014606437650491454,0.03597433944080338,-8.570904630921292e-5,4.532656923060619e-5,0.003631047941955923,2.5406086792894032e-5,-4.464696771300552e-6,0.0017903654958790261,-3.877457741823941e-7,-3.327293275459548e-6,0.0014942960512344613,1.6645330984272833,-2.6837243133764077,21.983167281706564,-7.277925974921189e-6,4.152486388342976e-6,0.002372866414701265,2.481260193213887e-5,-3.433628358300673e-6,0.0017752619339304783,-6.724414169349558e-7,-1.8613550882937817e-6,0.0014631556705078448,-0.025257525050194206,-5.863342242974921e-5,7.5695926376489115,7.43379020210556e-5,-2.6870430265999782e-5,0.002920774026666502,6.113059520091208e-7,-4.451279167344876e-6,0.001677511471911388,0.00011672089578182596,-6.766171331178669e-5,0.0024693692626549454,8.60194040506226e-6,-1.2698361559193608e-5,0.0018109909118692973,-0.016108433911875497,0.18692174502196912,3.544536093260746
t7,5.8750124538446035e-5,-0.0001282825955278535,0.004120119947637149,2.5131883501443914e-5,-2.9318883311292945e-5,0.0014498294008085419,1.5815054668882428e-5,-2.769096127375973e-5,0.0015981704610621985,1.2260672257192746,-8.738145002926299,42.47784475478809,-3.3383813191537303e-6,-9.526458035406495e-7,0.00247008980186541,0.0002440490466269216,-0.0005213041443199863,0.042974156785543796,-0.0048009118220366485,-0.8131340819827718,24.216923149420868,5.01868812234332e-5,-9.802153387462015e-5,0.0018203736784500476,1.6143898908843843e-6,-7.035752688418076e-6,0.0015818168518740177,0.00019272236363176038,-0.00022532648873455362,0.003455785752934467,0.5796719155727386,-0.8289344848111909,4.971217804888622,-4.025629878505669e-5,-4.4059273891729005e-5,0.004224775242848622,-5.8381020012496714e-6,-2.917455085165948e-7,0.002086038817261028,-2.069122794106924e-5,-6.984159630923551e-6,0.0037724050678445654,-28.444562764927536,2.5401061656831483,144.72705321003153,0.00010685840593050678,-0.000200988245893056,0.002914175824717737,5.448210299241569e-6,-2.09827705221145e-5,0.002295039995382006,-1.4378943790964573,0.814243766613988,2.93306734965519,-1.4767913867188855e-5,5.710123567873596e-6,0.0016862053023377417,-8.632083598355914e-6,5.335830037794826e-6,0.0016711652710016617,-2.990884085237274e-5,2.2350508794817876e-5,0.0026085612822896527,-7.048334468321804e-5,6.023780546397728e-5,0.0016076088256366987,1.8743277785895394,-5.036967583657851,14.852129483632856,-1.881100987074816e-5,5.142044077962877e-7,0.002169515915041764,-1.4993947395664818e-5,1.6817533376423281e-6,0.0018596544518527211,-5.719563583152468e-6,9.407692387327512e-7,0.0016586494341232366,-2.0016118155204573e-5,8.947858577185335e-6,0.0024182885052908333,-5.224573661651074e-5,3.223749396412875e-5,0.0017806242028024174,0.5463675758924641,-1.1415449969174636,4.4374321138089385,-0.0003045454766954275,-0.06029633088835612,1.2142220063014066,-1.4115982314121073e-5,1.5649741719826385e-6,0.002658097640411242,-0.0002547328471996897,-0.00019862764342512128,0.03642769993142821,-0.00011271688487342731,3.189565140994266e-5,0.0037118691754193965,2.3891158466597123e-5,-5.6325720044855676e-5,0.0018228000574573092,-1.149434978607138e-6,-4.246885900145004e-6,0.0014996923721132184,0.4160364651551412,-3.431924139152265,24.999054955703688,-7.467832935797864e-6,2.756055548716152e-6,0.0023775781920883296,2.483972209656452e-5,-5.304479181475912e-5,0.00180346700364867,-6.834697847944601e-7,-2.471313058078054e-6,0.001466310453350703,-0.026216296162551,-8.2264608808478e-5,7.595891198420272,7.268540057814733e-5,-0.00013888768696739652,0.002986976313055763,2.5925373794906696e-7,-5.4428167114591325e-6,0.0016826950348849128,0.00011486012702974742,-0.0001919543932024807,0.002546463528827643,7.840303247846802e-6,-1.4791246861345345e-5,0.0018179418554827788,-0.5111398765380389,0.17282949921483215,3.882846470583953
t8,5.932362493672253e-5,-0.0001263106050779927,0.004187106927778421,2.4981313836568763e-5,-2.9413848366132232e-5,0.0014542619353381167,1.572881630963577e-5,-2.7742963700590445e-5,0.0016101846084531377,1.226058383842897,-8.730595688605456,49.982382059550645,-3.4690204133862627e-6,-1.0178437625727848e-6,0.002474576666041389,0.00024334567367016485,-0.0005109647236156809,0.04324177583548931,-0.004787622764583205,-0.8072797004922908,25.02899047267774,5.026794432848515e-5,-9.806804512152447e-5,0.0018681737792430888,1.5733001982254767e-6,-7.385848745488694e-6,0.0015876294004212876,0.00019227772748944222,-0.0002260741752678624,0.0034895822007128775,0.580658513148459,-0.8289352786102725,5.219494570350435,-3.847694570160252e-5,-4.504128789881975e-5,0.00430829347644904,-5.6439288269232655e-6,-3.1758320578876735e-7,0.0020920003292937317,-1.9636968163314912e-5,-5.702072606280574e-6,0.0037977441086141364,-28.48042329471825,2.5340886336665087,170.67338787108324,0.00010745286690646919,-0.00020101932198717237,0.0030077422797984248,5.809404839793048e-6,-2.1788944521378687e-5,0.0023110195350635474,-1.4377045041319816,0.8181748866792332,3.552596967107939,-1.4801690998387283e-5,5.312980471660058e-6,0.0016956940128644736,-8.64933584078688e-6,5.328023289712627e-6,0.0016744865835527218,-2.9962526812959598e-5,2.319595382975556e-5,0.00261532785527281,-7.070948702357462e-5,5.972271603159222e-5,0.0016185955966286603,1.8741441272425596,-5.036967647478709,18.014953003869007,-1.88622705536734e-5,-1.3986912483825653e-6,0.002189776876843818,-1.5029561574202702e-5,1.3919751217273229e-6,0.0018732920383051715,-5.683297699598388e-6,9.705798873605549e-7,0.0016633621519354684,-2.005746497242306e-5,9.532222619136297e-6,0.0024288137476440523,-5.2266837655812705e-5,3.206558578856257e-5,0.0018008254546696975,0.5424390779103407,-1.1415450544233374,5.036538090321933,-0.00030499366919671913,-0.06061256271100203,1.2751395626816053,-1.4636587696209338e-5,1.5110870549194183e-6,0.002671223141052546,-0.0002590165943738045,-0.00019071043083392395,0.03687742695663594,-0.00011415336700732492,3.1142518944845084e-5,0.003794880023481874,2.3774881057204143e-5,-5.636638683326362e-5,0.0018553915632333671,-1.2111907394245726e-6,-4.449927494059116e-6,0.0015053534903467062,0.41603828931556036,-3.382887481782789,27.965904148170917,-7.529026891735165e-6,2.5765105895409407e-6,0.002382530708390528,2.4879592955113968e-5,-5.307856325275234e-5,0.001831665973946316,-6.716920279680831e-7,-2.6134290894727513e-6,0.0014695955744681419,-0.025969589252912942,-8.425515586185298e-5,7.621945042829046,7.343223449237602e-5,-0.00013893573783560148,0.0030524798163989774,4.952560956287778e-7,-5.658304971057274e-6,0.0016878580837603233,0.00011479998444732174,-0.000192002446512142,0.002623665990892482,7.749108129454395e-6,-1.5230902675348519e-5,0.0018254236500286894,-0.5111398819425818,0.17274158586641566,4.221244766660119
