Time_Index,SE_CCGT-H2,MIDAT_CCGT-H2,NE_CCGT-H2,SE_OCGT-H2,MIDAT_OCGT-H2,NE_OCGT-H2
18036,0.9,0.9,0.9,0.9,0.9,0.9
18037,0.9,0.9,0.9,0.9,0.9,0.9
18038,0.9,0.9,0.9,0.9,0.9,0.9
18039,0.9,0.9,0.9,0.9,0.9,0.9
18040,0.9,0.9,0.9,0.9,0.9,0.9
18041,0.9,0.9,0.9,0.9,0.9,0.9
18042,0.9,0.9,0.9,0.9,0.9,0.9
18043,0.9,0.9,0.9,0.9,0.9,0.9
18044,0.9,0.9,0.9,0.9,0.9,0.9
18045,0.9,0.9,0.9,0.9,0.9,0.9
18046,0.9,0.9,0.9,0.9,0.9,0.9
18047,0.9,0.9,0.9,0.9,0.9,0.9
18048,0.9,0.9,0.9,0.9,0.9,0.9
18049,0.9,0.9,0.9,0.9,0.9,0.9
18050,0.9,0.9,0.9,0.9,0.9,0.9
18051,0.9,0.9,0.9,0.9,0.9,0.9
18052,0.9,0.9,0.9,0.9,0.9,0.9
18053,0.9,0.9,0.9,0.9,0.9,0.9
18054,0.9,0.9,0.9,0.9,0.9,0.9
18055,0.9,0.9,0.9,0.9,0.9,0.9
18056,0.9,0.9,0.9,0.9,0.9,0.9
18057,0.9,0.9,0.9,0.9,0.9,0.9
18058,0.9,0.9,0.9,0.9,0.9,0.9
18059,0.9,0.9,0.9,0.9,0.9,0.9
18060,0.9,0.9,0.9,0.9,0.9,0.9
18061,0.9,0.9,0.9,0.9,0.9,0.9
18062,0.9,0.9,0.9,0.9,0.9,0.9
18063,0.9,0.9,0.9,0.9,0.9,0.9
18064,0.9,0.9,0.9,0.9,0.9,0.9
18065,0.9,0.9,0.9,0.9,0.9,0.9
18066,0.9,0.9,0.9,0.9,0.9,0.9
18067,0.9,0.9,0.9,0.9,0.9,0.9
18068,0.9,0.9,0.9,0.9,0.9,0.9
18069,0.9,0.9,0.9,0.9,0.9,0.9
18070,0.9,0.9,0.9,0.9,0.9,0.9
18071,0.9,0.9,0.9,0.9,0.9,0.9
18072,0.9,0.9,0.9,0.9,0.9,0.9
18073,0.9,0.9,0.9,0.9,0.9,0.9
18074,0.9,0.9,0.9,0.9,0.9,0.9
18075,0.9,0.9,0.9,0.9,0.9,0.9
18076,0.9,0.9,0.9,0.9,0.9,0.9
18077,0.9,0.9,0.9,0.9,0.9,0.9
18078,0.9,0.9,0.9,0.9,0.9,0.9
18079,0.9,0.9,0.9,0.9,0.9,0.9
18080,0.9,0.9,0.9,0.9,0.9,0.9
18081,0.9,0.9,0.9,0.9,0.9,0.9
18082,0.9,0.9,0.9,0.9,0.9,0.9
18083,0.9,0.9,0.9,0.9,0.9,0.9
18084,0.9,0.9,0.9,0.9,0.9,0.9
18085,0.9,0.9,0.9,0.9,0.9,0.9
18086,0.9,0.9,0.9,0.9,0.9,0.9
18087,0.9,0.9,0.9,0.9,0.9,0.9
18088,0.9,0.9,0.9,0.9,0.9,0.9
18089,0.9,0.9,0.9,0.9,0.9,0.9
18090,0.9,0.9,0.9,0.9,0.9,0.9
18091,0.9,0.9,0.9,0.9,0.9,0.9
18092,0.9,0.9,0.9,0.9,0.9,0.9
18093,0.9,0.9,0.9,0.9,0.9,0.9
18094,0.9,0.9,0.9,0.9,0.9,0.9
18095,0.9,0.9,0.9,0.9,0.9,0.9
18096,0.9,0.9,0.9,0.9,0.9,0.9
18097,0.9,0.9,0.9,0.9,0.9,0.9
18098,0.9,0.9,0.9,0.9,0.9,0.9
18099,0.9,0.9,0.9,0.9,0.9,0.9
18100,0.9,0.9,0.9,0.9,0.9,0.9
18101,0.9,0.9,0.9,0.9,0.9,0.9
18102,0.9,0.9,0.9,0.9,0.9,0.9
18103,0.9,0.9,0.9,0.9,0.9,0.9
18104,0.9,0.9,0.9,0.9,0.9,0.9
18105,0.9,0.9,0.9,0.9,0.9,0.9
18106,0.9,0.9,0.9,0.9,0.9,0.9
18107,0.9,0.9,0.9,0.9,0.9,0.9
18108,0.9,0.9,0.9,0.9,0.9,0.9
18109,0.9,0.9,0.9,0.9,0.9,0.9
18110,0.9,0.9,0.9,0.9,0.9,0.9
18111,0.9,0.9,0.9,0.9,0.9,0.9
18112,0.9,0.9,0.9,0.9,0.9,0.9
18113,0.9,0.9,0.9,0.9,0.9,0.9
18114,0.9,0.9,0.9,0.9,0.9,0.9
18115,0.9,0.9,0.9,0.9,0.9,0.9
18116,0.9,0.9,0.9,0.9,0.9,0.9
18117,0.9,0.9,0.9,0.9,0.9,0.9
18118,0.9,0.9,0.9,0.9,0.9,0.9
18119,0.9,0.9,0.9,0.9,0.9,0.9
18120,0.9,0.9,0.9,0.9,0.9,0.9
18121,0.9,0.9,0.9,0.9,0.9,0.9
18122,0.9,0.9,0.9,0.9,0.9,0.9
18123,0.9,0.9,0.9,0.9,0.9,0.9
18124,0.9,0.9,0.9,0.9,0.9,0.9
18125,0.9,0.9,0.9,0.9,0.9,0.9
18126,0.9,0.9,0.9,0.9,0.9,0.9
18127,0.9,0.9,0.9,0.9,0.9,0.9
18128,0.9,0.9,0.9,0.9,0.9,0.9
18129,0.9,0.9,0.9,0.9,0.9,0.9
18130,0.9,0.9,0.9,0.9,0.9,0.9
18131,0.9,0.9,0.9,0.9,0.9,0.9
18132,0.9,0.9,0.9,0.9,0.9,0.9
18133,0.9,0.9,0.9,0.9,0.9,0.9
18134,0.9,0.9,0.9,0.9,0.9,0.9
18135,0.9,0.9,0.9,0.9,0.9,0.9
18136,0.9,0.9,0.9,0.9,0.9,0.9
18137,0.9,0.9,0.9,0.9,0.9,0.9
18138,0.9,0.9,0.9,0.9,0.9,0.9
18139,0.9,0.9,0.9,0.9,0.9,0.9
18140,0.9,0.9,0.9,0.9,0.9,0.9
18141,0.9,0.9,0.9,0.9,0.9,0.9
18142,0.9,0.9,0.9,0.9,0.9,0.9
18143,0.9,0.9,0.9,0.9,0.9,0.9
18144,0.9,0.9,0.9,0.9,0.9,0.9
18145,0.9,0.9,0.9,0.9,0.9,0.9
18146,0.9,0.9,0.9,0.9,0.9,0.9
18147,0.9,0.9,0.9,0.9,0.9,0.9
18148,0.9,0.9,0.9,0.9,0.9,0.9
18149,0.9,0.9,0.9,0.9,0.9,0.9
18150,0.9,0.9,0.9,0.9,0.9,0.9
18151,0.9,0.9,0.9,0.9,0.9,0.9
18152,0.9,0.9,0.9,0.9,0.9,0.9
18153,0.9,0.9,0.9,0.9,0.9,0.9
18154,0.9,0.9,0.9,0.9,0.9,0.9
18155,0.9,0.9,0.9,0.9,0.9,0.9
18156,0.9,0.9,0.9,0.9,0.9,0.9
18157,0.9,0.9,0.9,0.9,0.9,0.9
18158,0.9,0.9,0.9,0.9,0.9,0.9
18159,0.9,0.9,0.9,0.9,0.9,0.9
18160,0.9,0.9,0.9,0.9,0.9,0.9
18161,0.9,0.9,0.9,0.9,0.9,0.9
18162,0.9,0.9,0.9,0.9,0.9,0.9
18163,0.9,0.9,0.9,0.9,0.9,0.9
18164,0.9,0.9,0.9,0.9,0.9,0.9
18165,0.9,0.9,0.9,0.9,0.9,0.9
18166,0.9,0.9,0.9,0.9,0.9,0.9
18167,0.9,0.9,0.9,0.9,0.9,0.9
18168,0.9,0.9,0.9,0.9,0.9,0.9
18169,0.9,0.9,0.9,0.9,0.9,0.9
18170,0.9,0.9,0.9,0.9,0.9,0.9
18171,0.9,0.9,0.9,0.9,0.9,0.9
18172,0.9,0.9,0.9,0.9,0.9,0.9
18173,0.9,0.9,0.9,0.9,0.9,0.9
18174,0.9,0.9,0.9,0.9,0.9,0.9
18175,0.9,0.9,0.9,0.9,0.9,0.9
18176,0.9,0.9,0.9,0.9,0.9,0.9
18177,0.9,0.9,0.9,0.9,0.9,0.9
18178,0.9,0.9,0.9,0.9,0.9,0.9
18179,0.9,0.9,0.9,0.9,0.9,0.9
18180,0.9,0.9,0.9,0.9,0.9,0.9
18181,0.9,0.9,0.9,0.9,0.9,0.9
18182,0.9,0.9,0.9,0.9,0.9,0.9
18183,0.9,0.9,0.9,0.9,0.9,0.9
18184,0.9,0.9,0.9,0.9,0.9,0.9
18185,0.9,0.9,0.9,0.9,0.9,0.9
18186,0.9,0.9,0.9,0.9,0.9,0.9
18187,0.9,0.9,0.9,0.9,0.9,0.9
18188,0.9,0.9,0.9,0.9,0.9,0.9
18189,0.9,0.9,0.9,0.9,0.9,0.9
18190,0.9,0.9,0.9,0.9,0.9,0.9
18191,0.9,0.9,0.9,0.9,0.9,0.9
18192,0.9,0.9,0.9,0.9,0.9,0.9
18193,0.9,0.9,0.9,0.9,0.9,0.9
18194,0.9,0.9,0.9,0.9,0.9,0.9
18195,0.9,0.9,0.9,0.9,0.9,0.9
18196,0.9,0.9,0.9,0.9,0.9,0.9
18197,0.9,0.9,0.9,0.9,0.9,0.9
18198,0.9,0.9,0.9,0.9,0.9,0.9
18199,0.9,0.9,0.9,0.9,0.9,0.9
18200,0.9,0.9,0.9,0.9,0.9,0.9
18201,0.9,0.9,0.9,0.9,0.9,0.9
18202,0.9,0.9,0.9,0.9,0.9,0.9
18203,0.9,0.9,0.9,0.9,0.9,0.9
18204,0.9,0.9,0.9,0.9,0.9,0.9
18205,0.9,0.9,0.9,0.9,0.9,0.9
18206,0.9,0.9,0.9,0.9,0.9,0.9
18207,0.9,0.9,0.9,0.9,0.9,0.9
18208,0.9,0.9,0.9,0.9,0.9,0.9
18209,0.9,0.9,0.9,0.9,0.9,0.9
18210,0.9,0.9,0.9,0.9,0.9,0.9
18211,0.9,0.9,0.9,0.9,0.9,0.9
18212,0.9,0.9,0.9,0.9,0.9,0.9
18213,0.9,0.9,0.9,0.9,0.9,0.9
18214,0.9,0.9,0.9,0.9,0.9,0.9
18215,0.9,0.9,0.9,0.9,0.9,0.9
18216,0.9,0.9,0.9,0.9,0.9,0.9
18217,0.9,0.9,0.9,0.9,0.9,0.9
18218,0.9,0.9,0.9,0.9,0.9,0.9
18219,0.9,0.9,0.9,0.9,0.9,0.9
18220,0.9,0.9,0.9,0.9,0.9,0.9
18221,0.9,0.9,0.9,0.9,0.9,0.9
18222,0.9,0.9,0.9,0.9,0.9,0.9
18223,0.9,0.9,0.9,0.9,0.9,0.9
18224,0.9,0.9,0.9,0.9,0.9,0.9
18225,0.9,0.9,0.9,0.9,0.9,0.9
18226,0.9,0.9,0.9,0.9,0.9,0.9
18227,0.9,0.9,0.9,0.9,0.9,0.9
18228,0.9,0.9,0.9,0.9,0.9,0.9
18229,0.9,0.9,0.9,0.9,0.9,0.9
18230,0.9,0.9,0.9,0.9,0.9,0.9
18231,0.9,0.9,0.9,0.9,0.9,0.9
18232,0.9,0.9,0.9,0.9,0.9,0.9
18233,0.9,0.9,0.9,0.9,0.9,0.9
18234,0.9,0.9,0.9,0.9,0.9,0.9
18235,0.9,0.9,0.9,0.9,0.9,0.9
18236,0.9,0.9,0.9,0.9,0.9,0.9
18237,0.9,0.9,0.9,0.9,0.9,0.9
18238,0.9,0.9,0.9,0.9,0.9,0.9
18239,0.9,0.9,0.9,0.9,0.9,0.9
18240,0.9,0.9,0.9,0.9,0.9,0.9
18241,0.9,0.9,0.9,0.9,0.9,0.9
18242,0.9,0.9,0.9,0.9,0.9,0.9
18243,0.9,0.9,0.9,0.9,0.9,0.9
18244,0.9,0.9,0.9,0.9,0.9,0.9
18245,0.9,0.9,0.9,0.9,0.9,0.9
18246,0.9,0.9,0.9,0.9,0.9,0.9
18247,0.9,0.9,0.9,0.9,0.9,0.9
18248,0.9,0.9,0.9,0.9,0.9,0.9
18249,0.9,0.9,0.9,0.9,0.9,0.9
18250,0.9,0.9,0.9,0.9,0.9,0.9
18251,0.9,0.9,0.9,0.9,0.9,0.9
18252,0.9,0.9,0.9,0.9,0.9,0.9
18253,0.9,0.9,0.9,0.9,0.9,0.9
18254,0.9,0.9,0.9,0.9,0.9,0.9
18255,0.9,0.9,0.9,0.9,0.9,0.9
18256,0.9,0.9,0.9,0.9,0.9,0.9
18257,0.9,0.9,0.9,0.9,0.9,0.9
18258,0.9,0.9,0.9,0.9,0.9,0.9
18259,0.9,0.9,0.9,0.9,0.9,0.9
18260,0.9,0.9,0.9,0.9,0.9,0.9
18261,0.9,0.9,0.9,0.9,0.9,0.9
18262,0.9,0.9,0.9,0.9,0.9,0.9
18263,0.9,0.9,0.9,0.9,0.9,0.9
18264,0.9,0.9,0.9,0.9,0.9,0.9
18265,0.9,0.9,0.9,0.9,0.9,0.9
18266,0.9,0.9,0.9,0.9,0.9,0.9
18267,0.9,0.9,0.9,0.9,0.9,0.9
18268,0.9,0.9,0.9,0.9,0.9,0.9
18269,0.9,0.9,0.9,0.9,0.9,0.9
18270,0.9,0.9,0.9,0.9,0.9,0.9
18271,0.9,0.9,0.9,0.9,0.9,0.9
18272,0.9,0.9,0.9,0.9,0.9,0.9
18273,0.9,0.9,0.9,0.9,0.9,0.9
18274,0.9,0.9,0.9,0.9,0.9,0.9
18275,0.9,0.9,0.9,0.9,0.9,0.9
18276,0.9,0.9,0.9,0.9,0.9,0.9
18277,0.9,0.9,0.9,0.9,0.9,0.9
18278,0.9,0.9,0.9,0.9,0.9,0.9
18279,0.9,0.9,0.9,0.9,0.9,0.9
18280,0.9,0.9,0.9,0.9,0.9,0.9
18281,0.9,0.9,0.9,0.9,0.9,0.9
18282,0.9,0.9,0.9,0.9,0.9,0.9
18283,0.9,0.9,0.9,0.9,0.9,0.9
18284,0.9,0.9,0.9,0.9,0.9,0.9
18285,0.9,0.9,0.9,0.9,0.9,0.9
18286,0.9,0.9,0.9,0.9,0.9,0.9
18287,0.9,0.9,0.9,0.9,0.9,0.9
18288,0.9,0.9,0.9,0.9,0.9,0.9
18289,0.9,0.9,0.9,0.9,0.9,0.9
18290,0.9,0.9,0.9,0.9,0.9,0.9
18291,0.9,0.9,0.9,0.9,0.9,0.9
18292,0.9,0.9,0.9,0.9,0.9,0.9
18293,0.9,0.9,0.9,0.9,0.9,0.9
18294,0.9,0.9,0.9,0.9,0.9,0.9
18295,0.9,0.9,0.9,0.9,0.9,0.9
18296,0.9,0.9,0.9,0.9,0.9,0.9
18297,0.9,0.9,0.9,0.9,0.9,0.9
18298,0.9,0.9,0.9,0.9,0.9,0.9
18299,0.9,0.9,0.9,0.9,0.9,0.9
18300,0.9,0.9,0.9,0.9,0.9,0.9
18301,0.9,0.9,0.9,0.9,0.9,0.9
18302,0.9,0.9,0.9,0.9,0.9,0.9
18303,0.9,0.9,0.9,0.9,0.9,0.9
18304,0.9,0.9,0.9,0.9,0.9,0.9
18305,0.9,0.9,0.9,0.9,0.9,0.9
18306,0.9,0.9,0.9,0.9,0.9,0.9
18307,0.9,0.9,0.9,0.9,0.9,0.9
18308,0.9,0.9,0.9,0.9,0.9,0.9
18309,0.9,0.9,0.9,0.9,0.9,0.9
18310,0.9,0.9,0.9,0.9,0.9,0.9
18311,0.9,0.9,0.9,0.9,0.9,0.9
18312,0.9,0.9,0.9,0.9,0.9,0.9
18313,0.9,0.9,0.9,0.9,0.9,0.9
18314,0.9,0.9,0.9,0.9,0.9,0.9
18315,0.9,0.9,0.9,0.9,0.9,0.9
18316,0.9,0.9,0.9,0.9,0.9,0.9
18317,0.9,0.9,0.9,0.9,0.9,0.9
18318,0.9,0.9,0.9,0.9,0.9,0.9
18319,0.9,0.9,0.9,0.9,0.9,0.9
18320,0.9,0.9,0.9,0.9,0.9,0.9
18321,0.9,0.9,0.9,0.9,0.9,0.9
18322,0.9,0.9,0.9,0.9,0.9,0.9
18323,0.9,0.9,0.9,0.9,0.9,0.9
18324,0.9,0.9,0.9,0.9,0.9,0.9
18325,0.9,0.9,0.9,0.9,0.9,0.9
18326,0.9,0.9,0.9,0.9,0.9,0.9
18327,0.9,0.9,0.9,0.9,0.9,0.9
18328,0.9,0.9,0.9,0.9,0.9,0.9
18329,0.9,0.9,0.9,0.9,0.9,0.9
18330,0.9,0.9,0.9,0.9,0.9,0.9
18331,0.9,0.9,0.9,0.9,0.9,0.9
18332,0.9,0.9,0.9,0.9,0.9,0.9
18333,0.9,0.9,0.9,0.9,0.9,0.9
18334,0.9,0.9,0.9,0.9,0.9,0.9
18335,0.9,0.9,0.9,0.9,0.9,0.9
18336,0.9,0.9,0.9,0.9,0.9,0.9
18337,0.9,0.9,0.9,0.9,0.9,0.9
18338,0.9,0.9,0.9,0.9,0.9,0.9
18339,0.9,0.9,0.9,0.9,0.9,0.9
18340,0.9,0.9,0.9,0.9,0.9,0.9
18341,0.9,0.9,0.9,0.9,0.9,0.9
18342,0.9,0.9,0.9,0.9,0.9,0.9
18343,0.9,0.9,0.9,0.9,0.9,0.9
18344,0.9,0.9,0.9,0.9,0.9,0.9
18345,0.9,0.9,0.9,0.9,0.9,0.9
18346,0.9,0.9,0.9,0.9,0.9,0.9
18347,0.9,0.9,0.9,0.9,0.9,0.9
18348,0.9,0.9,0.9,0.9,0.9,0.9
18349,0.9,0.9,0.9,0.9,0.9,0.9
18350,0.9,0.9,0.9,0.9,0.9,0.9
18351,0.9,0.9,0.9,0.9,0.9,0.9
18352,0.9,0.9,0.9,0.9,0.9,0.9
18353,0.9,0.9,0.9,0.9,0.9,0.9
18354,0.9,0.9,0.9,0.9,0.9,0.9
18355,0.9,0.9,0.9,0.9,0.9,0.9
18356,0.9,0.9,0.9,0.9,0.9,0.9
18357,0.9,0.9,0.9,0.9,0.9,0.9
18358,0.9,0.9,0.9,0.9,0.9,0.9
18359,0.9,0.9,0.9,0.9,0.9,0.9
18360,0.9,0.9,0.9,0.9,0.9,0.9
18361,0.9,0.9,0.9,0.9,0.9,0.9
18362,0.9,0.9,0.9,0.9,0.9,0.9
18363,0.9,0.9,0.9,0.9,0.9,0.9
18364,0.9,0.9,0.9,0.9,0.9,0.9
18365,0.9,0.9,0.9,0.9,0.9,0.9
18366,0.9,0.9,0.9,0.9,0.9,0.9
18367,0.9,0.9,0.9,0.9,0.9,0.9
18368,0.9,0.9,0.9,0.9,0.9,0.9
18369,0.9,0.9,0.9,0.9,0.9,0.9
18370,0.9,0.9,0.9,0.9,0.9,0.9
18371,0.9,0.9,0.9,0.9,0.9,0.9
18372,0.9,0.9,0.9,0.9,0.9,0.9
18373,0.9,0.9,0.9,0.9,0.9,0.9
18374,0.9,0.9,0.9,0.9,0.9,0.9
18375,0.9,0.9,0.9,0.9,0.9,0.9
18376,0.9,0.9,0.9,0.9,0.9,0.9
18377,0.9,0.9,0.9,0.9,0.9,0.9
18378,0.9,0.9,0.9,0.9,0.9,0.9
18379,0.9,0.9,0.9,0.9,0.9,0.9
18380,0.9,0.9,0.9,0.9,0.9,0.9
18381,0.9,0.9,0.9,0.9,0.9,0.9
18382,0.9,0.9,0.9,0.9,0.9,0.9
18383,0.9,0.9,0.9,0.9,0.9,0.9
18384,0.9,0.9,0.9,0.9,0.9,0.9
18385,0.9,0.9,0.9,0.9,0.9,0.9
18386,0.9,0.9,0.9,0.9,0.9,0.9
18387,0.9,0.9,0.9,0.9,0.9,0.9
18388,0.9,0.9,0.9,0.9,0.9,0.9
18389,0.9,0.9,0.9,0.9,0.9,0.9
18390,0.9,0.9,0.9,0.9,0.9,0.9
18391,0.9,0.9,0.9,0.9,0.9,0.9
18392,0.9,0.9,0.9,0.9,0.9,0.9
18393,0.9,0.9,0.9,0.9,0.9,0.9
18394,0.9,0.9,0.9,0.9,0.9,0.9
18395,0.9,0.9,0.9,0.9,0.9,0.9
18396,0.9,0.9,0.9,0.9,0.9,0.9
18397,0.9,0.9,0.9,0.9,0.9,0.9
18398,0.9,0.9,0.9,0.9,0.9,0.9
18399,0.9,0.9,0.9,0.9,0.9,0.9
18400,0.9,0.9,0.9,0.9,0.9,0.9
18401,0.9,0.9,0.9,0.9,0.9,0.9
18402,0.9,0.9,0.9,0.9,0.9,0.9
18403,0.9,0.9,0.9,0.9,0.9,0.9
18404,0.9,0.9,0.9,0.9,0.9,0.9
18405,0.9,0.9,0.9,0.9,0.9,0.9
18406,0.9,0.9,0.9,0.9,0.9,0.9
18407,0.9,0.9,0.9,0.9,0.9,0.9
18408,0.9,0.9,0.9,0.9,0.9,0.9
18409,0.9,0.9,0.9,0.9,0.9,0.9
18410,0.9,0.9,0.9,0.9,0.9,0.9
18411,0.9,0.9,0.9,0.9,0.9,0.9
18412,0.9,0.9,0.9,0.9,0.9,0.9
18413,0.9,0.9,0.9,0.9,0.9,0.9
18414,0.9,0.9,0.9,0.9,0.9,0.9
18415,0.9,0.9,0.9,0.9,0.9,0.9
18416,0.9,0.9,0.9,0.9,0.9,0.9
18417,0.9,0.9,0.9,0.9,0.9,0.9
18418,0.9,0.9,0.9,0.9,0.9,0.9
18419,0.9,0.9,0.9,0.9,0.9,0.9
18420,0.9,0.9,0.9,0.9,0.9,0.9
18421,0.9,0.9,0.9,0.9,0.9,0.9
18422,0.9,0.9,0.9,0.9,0.9,0.9
18423,0.9,0.9,0.9,0.9,0.9,0.9
18424,0.9,0.9,0.9,0.9,0.9,0.9
18425,0.9,0.9,0.9,0.9,0.9,0.9
18426,0.9,0.9,0.9,0.9,0.9,0.9
18427,0.9,0.9,0.9,0.9,0.9,0.9
18428,0.9,0.9,0.9,0.9,0.9,0.9
18429,0.9,0.9,0.9,0.9,0.9,0.9
18430,0.9,0.9,0.9,0.9,0.9,0.9
18431,0.9,0.9,0.9,0.9,0.9,0.9
18432,0.9,0.9,0.9,0.9,0.9,0.9
18433,0.9,0.9,0.9,0.9,0.9,0.9
18434,0.9,0.9,0.9,0.9,0.9,0.9
18435,0.9,0.9,0.9,0.9,0.9,0.9
18436,0.9,0.9,0.9,0.9,0.9,0.9
18437,0.9,0.9,0.9,0.9,0.9,0.9
18438,0.9,0.9,0.9,0.9,0.9,0.9
18439,0.9,0.9,0.9,0.9,0.9,0.9
18440,0.9,0.9,0.9,0.9,0.9,0.9
18441,0.9,0.9,0.9,0.9,0.9,0.9
18442,0.9,0.9,0.9,0.9,0.9,0.9
18443,0.9,0.9,0.9,0.9,0.9,0.9
18444,0.9,0.9,0.9,0.9,0.9,0.9
18445,0.9,0.9,0.9,0.9,0.9,0.9
18446,0.9,0.9,0.9,0.9,0.9,0.9
18447,0.9,0.9,0.9,0.9,0.9,0.9
18448,0.9,0.9,0.9,0.9,0.9,0.9
18449,0.9,0.9,0.9,0.9,0.9,0.9
18450,0.9,0.9,0.9,0.9,0.9,0.9
18451,0.9,0.9,0.9,0.9,0.9,0.9
18452,0.9,0.9,0.9,0.9,0.9,0.9
18453,0.9,0.9,0.9,0.9,0.9,0.9
18454,0.9,0.9,0.9,0.9,0.9,0.9
18455,0.9,0.9,0.9,0.9,0.9,0.9
18456,0.9,0.9,0.9,0.9,0.9,0.9
18457,0.9,0.9,0.9,0.9,0.9,0.9
18458,0.9,0.9,0.9,0.9,0.9,0.9
18459,0.9,0.9,0.9,0.9,0.9,0.9
18460,0.9,0.9,0.9,0.9,0.9,0.9
18461,0.9,0.9,0.9,0.9,0.9,0.9
18462,0.9,0.9,0.9,0.9,0.9,0.9
18463,0.9,0.9,0.9,0.9,0.9,0.9
18464,0.9,0.9,0.9,0.9,0.9,0.9
18465,0.9,0.9,0.9,0.9,0.9,0.9
18466,0.9,0.9,0.9,0.9,0.9,0.9
18467,0.9,0.9,0.9,0.9,0.9,0.9
18468,0.9,0.9,0.9,0.9,0.9,0.9
18469,0.9,0.9,0.9,0.9,0.9,0.9
18470,0.9,0.9,0.9,0.9,0.9,0.9
18471,0.9,0.9,0.9,0.9,0.9,0.9
18472,0.9,0.9,0.9,0.9,0.9,0.9
18473,0.9,0.9,0.9,0.9,0.9,0.9
18474,0.9,0.9,0.9,0.9,0.9,0.9
18475,0.9,0.9,0.9,0.9,0.9,0.9
18476,0.9,0.9,0.9,0.9,0.9,0.9
18477,0.9,0.9,0.9,0.9,0.9,0.9
18478,0.9,0.9,0.9,0.9,0.9,0.9
18479,0.9,0.9,0.9,0.9,0.9,0.9
18480,0.9,0.9,0.9,0.9,0.9,0.9
18481,0.9,0.9,0.9,0.9,0.9,0.9
18482,0.9,0.9,0.9,0.9,0.9,0.9
18483,0.9,0.9,0.9,0.9,0.9,0.9
18484,0.9,0.9,0.9,0.9,0.9,0.9
18485,0.9,0.9,0.9,0.9,0.9,0.9
18486,0.9,0.9,0.9,0.9,0.9,0.9
18487,0.9,0.9,0.9,0.9,0.9,0.9
18488,0.9,0.9,0.9,0.9,0.9,0.9
18489,0.9,0.9,0.9,0.9,0.9,0.9
18490,0.9,0.9,0.9,0.9,0.9,0.9
18491,0.9,0.9,0.9,0.9,0.9,0.9
18492,0.9,0.9,0.9,0.9,0.9,0.9
18493,0.9,0.9,0.9,0.9,0.9,0.9
18494,0.9,0.9,0.9,0.9,0.9,0.9
18495,0.9,0.9,0.9,0.9,0.9,0.9
18496,0.9,0.9,0.9,0.9,0.9,0.9
18497,0.9,0.9,0.9,0.9,0.9,0.9
18498,0.9,0.9,0.9,0.9,0.9,0.9
18499,0.9,0.9,0.9,0.9,0.9,0.9
18500,0.9,0.9,0.9,0.9,0.9,0.9
18501,0.9,0.9,0.9,0.9,0.9,0.9
18502,0.9,0.9,0.9,0.9,0.9,0.9
18503,0.9,0.9,0.9,0.9,0.9,0.9
18504,0.9,0.9,0.9,0.9,0.9,0.9
18505,0.9,0.9,0.9,0.9,0.9,0.9
18506,0.9,0.9,0.9,0.9,0.9,0.9
18507,0.9,0.9,0.9,0.9,0.9,0.9
18508,0.9,0.9,0.9,0.9,0.9,0.9
18509,0.9,0.9,0.9,0.9,0.9,0.9
18510,0.9,0.9,0.9,0.9,0.9,0.9
18511,0.9,0.9,0.9,0.9,0.9,0.9
18512,0.9,0.9,0.9,0.9,0.9,0.9
18513,0.9,0.9,0.9,0.9,0.9,0.9
18514,0.9,0.9,0.9,0.9,0.9,0.9
18515,0.9,0.9,0.9,0.9,0.9,0.9
18516,0.9,0.9,0.9,0.9,0.9,0.9
18517,0.9,0.9,0.9,0.9,0.9,0.9
18518,0.9,0.9,0.9,0.9,0.9,0.9
18519,0.9,0.9,0.9,0.9,0.9,0.9
18520,0.9,0.9,0.9,0.9,0.9,0.9
18521,0.9,0.9,0.9,0.9,0.9,0.9
18522,0.9,0.9,0.9,0.9,0.9,0.9
18523,0.9,0.9,0.9,0.9,0.9,0.9
18524,0.9,0.9,0.9,0.9,0.9,0.9
18525,0.9,0.9,0.9,0.9,0.9,0.9
18526,0.9,0.9,0.9,0.9,0.9,0.9
18527,0.9,0.9,0.9,0.9,0.9,0.9
18528,0.9,0.9,0.9,0.9,0.9,0.9
18529,0.9,0.9,0.9,0.9,0.9,0.9
18530,0.9,0.9,0.9,0.9,0.9,0.9
18531,0.9,0.9,0.9,0.9,0.9,0.9
18532,0.9,0.9,0.9,0.9,0.9,0.9
18533,0.9,0.9,0.9,0.9,0.9,0.9
18534,0.9,0.9,0.9,0.9,0.9,0.9
18535,0.9,0.9,0.9,0.9,0.9,0.9
18536,0.9,0.9,0.9,0.9,0.9,0.9
18537,0.9,0.9,0.9,0.9,0.9,0.9
18538,0.9,0.9,0.9,0.9,0.9,0.9
18539,0.9,0.9,0.9,0.9,0.9,0.9
18540,0.9,0.9,0.9,0.9,0.9,0.9
18541,0.9,0.9,0.9,0.9,0.9,0.9
18542,0.9,0.9,0.9,0.9,0.9,0.9
18543,0.9,0.9,0.9,0.9,0.9,0.9
18544,0.9,0.9,0.9,0.9,0.9,0.9
18545,0.9,0.9,0.9,0.9,0.9,0.9
18546,0.9,0.9,0.9,0.9,0.9,0.9
18547,0.9,0.9,0.9,0.9,0.9,0.9
18548,0.9,0.9,0.9,0.9,0.9,0.9
18549,0.9,0.9,0.9,0.9,0.9,0.9
18550,0.9,0.9,0.9,0.9,0.9,0.9
